"efforts_tuples","selected0","selected1","count","count_normalized"
"[-1,-1,0,0]_[1,0,-1,0]",0,2,1,0.1
"[-1,-1,0,0]_[1,0,-1,0]",1,2,4,0.4
"[-1,-1,0,0]_[1,0,-1,1]",0,1,4,1
"[-1,-1,0,0]_[1,0,-1,1]",0,2,0,0
"[-1,-1,0,0]_[1,0,-1,1]",1,2,0,0
"[-1,-1,0,0]_[1,0,0,-1]",0,1,25,0.78125
"[-1,-1,0,0]_[1,0,0,-1]",0,2,1,0.03125
"[-1,-1,0,0]_[1,0,0,-1]",1,2,6,0.1875
"[-1,-1,0,0]_[1,0,1,-1]",0,1,2,0.5
"[-1,-1,0,0]_[1,0,1,-1]",0,2,1,0.25
"[-1,-1,0,0]_[1,0,1,-1]",1,2,1,0.25
"[-1,-1,0,0]_[1,0,1,0]",0,1,29,0.568627450980392
"[-1,-1,0,0]_[1,0,1,0]",0,2,6,0.117647058823529
"[-1,-1,0,0]_[1,0,1,0]",1,2,16,0.313725490196078
"[-1,-1,0,0]_[1,0,1,1]",0,1,14,0.736842105263158
"[-1,-1,0,0]_[1,0,1,1]",0,2,2,0.105263157894737
"[-1,-1,0,0]_[1,0,1,1]",1,2,3,0.157894736842105
"[-1,-1,0,0]_[1,1,-1,0]",0,1,6,0.857142857142857
"[-1,-1,0,0]_[1,1,-1,0]",0,2,1,0.142857142857143
"[-1,-1,0,0]_[1,1,-1,0]",1,2,0,0
"[-1,-1,0,0]_[1,1,0,-1]",0,1,2,0.666666666666667
"[-1,-1,0,0]_[1,1,0,-1]",0,2,1,0.333333333333333
"[-1,-1,0,0]_[1,1,0,-1]",1,2,0,0
"[-1,-1,0,0]_[1,1,0,0]",0,1,3,0.5
"[-1,-1,0,0]_[1,1,0,0]",0,2,1,0.166666666666667
"[-1,-1,0,0]_[1,1,0,0]",1,2,2,0.333333333333333
"[-1,-1,0,0]_[1,1,0,1]",0,1,6,0.666666666666667
"[-1,-1,0,0]_[1,1,0,1]",0,2,1,0.111111111111111
"[-1,-1,0,0]_[1,1,0,1]",1,2,2,0.222222222222222
"[-1,-1,0,0]_[1,1,1,0]",0,1,2,1
"[-1,-1,0,0]_[1,1,1,0]",0,2,0,0
"[-1,-1,0,0]_[1,1,1,0]",1,2,0,0
"[-1,-1,0,1]_[-1,-1,1,0]",0,1,6,0.545454545454545
"[-1,-1,0,1]_[-1,-1,1,0]",0,2,4,0.363636363636364
"[-1,-1,0,1]_[-1,-1,1,0]",1,2,1,0.0909090909090909
"[-1,-1,0,1]_[-1,0,-1,-1]",0,1,24,0.75
"[-1,-1,0,1]_[-1,0,-1,-1]",0,2,1,0.03125
"[-1,-1,0,1]_[-1,0,-1,-1]",1,2,7,0.21875
"[-1,-1,0,1]_[-1,0,-1,0]",0,1,5,0.555555555555556
"[-1,-1,0,1]_[-1,0,-1,0]",0,2,1,0.111111111111111
"[-1,-1,0,1]_[-1,0,-1,0]",1,2,3,0.333333333333333
"[-1,-1,0,1]_[-1,0,-1,1]",0,1,7,0.411764705882353
"[-1,-1,0,1]_[-1,0,-1,1]",0,2,4,0.235294117647059
"[-1,-1,0,1]_[-1,0,-1,1]",1,2,6,0.352941176470588
"[-1,-1,0,1]_[-1,0,0,-1]",0,1,27,0.613636363636364
"[-1,-1,0,1]_[-1,0,0,-1]",0,2,4,0.0909090909090909
"[-1,-1,0,1]_[-1,0,0,-1]",1,2,13,0.295454545454545
"[-1,-1,0,1]_[-1,0,0,1]",0,1,1,0.142857142857143
"[-1,-1,0,1]_[-1,0,0,1]",0,2,4,0.571428571428571
"[-1,-1,0,1]_[-1,0,0,1]",1,2,2,0.285714285714286
"[-1,-1,0,1]_[-1,0,1,-1]",0,1,9,0.692307692307692
"[-1,-1,0,1]_[-1,0,1,-1]",0,2,1,0.0769230769230769
"[-1,-1,0,1]_[-1,0,1,-1]",1,2,3,0.230769230769231
"[-1,-1,0,1]_[-1,0,1,0]",0,1,3,0.6
"[-1,-1,0,1]_[-1,0,1,0]",0,2,0,0
"[-1,-1,0,1]_[-1,0,1,0]",1,2,2,0.4
"[-1,-1,0,1]_[-1,0,1,1]",0,1,3,0.428571428571429
"[-1,-1,0,1]_[-1,0,1,1]",0,2,4,0.571428571428571
"[-1,-1,0,1]_[-1,0,1,1]",1,2,0,0
"[-1,-1,0,1]_[-1,1,-1,0]",0,1,10,0.555555555555556
"[-1,-1,0,1]_[-1,1,-1,0]",0,2,0,0
"[-1,-1,0,1]_[-1,1,-1,0]",1,2,8,0.444444444444444
"[-1,-1,0,1]_[-1,1,0,-1]",0,1,1,0.5
"[-1,-1,0,1]_[-1,1,0,-1]",0,2,0,0
"[-1,-1,0,1]_[-1,1,0,-1]",1,2,1,0.5
"[-1,-1,0,1]_[-1,1,0,0]",0,1,2,0.333333333333333
"[-1,-1,0,1]_[-1,1,0,0]",0,2,0,0
"[-1,-1,0,1]_[-1,1,0,0]",1,2,4,0.666666666666667
"[-1,-1,0,1]_[-1,1,0,1]",0,1,1,0.5
"[-1,-1,0,1]_[-1,1,0,1]",0,2,0,0
"[-1,-1,0,1]_[-1,1,0,1]",1,2,1,0.5
"[-1,-1,0,1]_[-1,1,1,0]",0,1,13,0.764705882352941
"[-1,-1,0,1]_[-1,1,1,0]",0,2,2,0.117647058823529
"[-1,-1,0,1]_[-1,1,1,0]",1,2,2,0.117647058823529
"[-1,-1,0,1]_[0,-1,-1,-1]",0,1,8,0.888888888888889
"[-1,-1,0,1]_[0,-1,-1,-1]",0,2,1,0.111111111111111
"[-1,-1,0,1]_[0,-1,-1,-1]",1,2,0,0
"[-1,-1,0,1]_[0,-1,-1,1]",0,1,1,0.333333333333333
"[-1,-1,0,1]_[0,-1,-1,1]",0,2,2,0.666666666666667
"[-1,-1,0,1]_[0,-1,-1,1]",1,2,0,0
"[-1,-1,0,1]_[0,-1,0,-1]",0,1,8,0.666666666666667
"[-1,-1,0,1]_[0,-1,0,-1]",0,2,2,0.166666666666667
"[-1,-1,0,1]_[0,-1,0,-1]",1,2,2,0.166666666666667
"[-1,-1,0,1]_[0,-1,0,1]",0,1,1,0.166666666666667
"[-1,-1,0,1]_[0,-1,0,1]",0,2,4,0.666666666666667
"[-1,-1,0,1]_[0,-1,0,1]",1,2,1,0.166666666666667
"[-1,-1,0,1]_[0,-1,1,-1]",0,1,6,0.666666666666667
"[-1,-1,0,1]_[0,-1,1,-1]",0,2,1,0.111111111111111
"[-1,-1,0,1]_[0,-1,1,-1]",1,2,2,0.222222222222222
"[-1,-1,0,1]_[0,-1,1,1]",0,1,2,0.666666666666667
"[-1,-1,0,1]_[0,-1,1,1]",0,2,0,0
"[-1,-1,0,1]_[0,-1,1,1]",1,2,1,0.333333333333333
"[-1,-1,0,1]_[0,0,1,1]",0,1,2,1
"[-1,-1,0,1]_[0,0,1,1]",0,2,0,0
"[-1,-1,0,1]_[0,0,1,1]",1,2,0,0
"[-1,-1,0,1]_[0,1,-1,-1]",0,1,12,0.705882352941177
"[-1,-1,0,1]_[0,1,-1,-1]",0,2,1,0.0588235294117647
"[-1,-1,0,1]_[0,1,-1,-1]",1,2,4,0.235294117647059
"[-1,-1,0,1]_[0,1,-1,1]",0,1,5,0.555555555555556
"[-1,-1,0,1]_[0,1,-1,1]",0,2,3,0.333333333333333
"[-1,-1,0,1]_[0,1,-1,1]",1,2,1,0.111111111111111
"[-1,-1,0,1]_[0,1,0,-1]",0,1,4,0.666666666666667
"[-1,-1,0,1]_[0,1,0,-1]",0,2,1,0.166666666666667
"[-1,-1,0,1]_[0,1,0,-1]",1,2,1,0.166666666666667
"[-1,-1,0,1]_[0,1,1,-1]",0,1,3,0.75
"[-1,-1,0,1]_[0,1,1,-1]",0,2,0,0
"[-1,-1,0,1]_[0,1,1,-1]",1,2,1,0.25
"[-1,-1,0,1]_[0,1,1,1]",0,1,4,0.333333333333333
"[-1,-1,0,1]_[0,1,1,1]",0,2,7,0.583333333333333
"[-1,-1,0,1]_[0,1,1,1]",1,2,1,0.0833333333333333
"[-1,-1,0,1]_[1,-1,-1,0]",0,1,3,0.428571428571429
"[-1,-1,0,1]_[1,-1,-1,0]",0,2,2,0.285714285714286
"[-1,-1,0,1]_[1,-1,-1,0]",1,2,2,0.285714285714286
"[-1,-1,0,1]_[1,-1,0,-1]",0,1,1,0.5
"[-1,-1,0,1]_[1,-1,0,-1]",0,2,1,0.5
"[-1,-1,0,1]_[1,-1,0,-1]",1,2,0,0
"[-1,-1,0,1]_[1,-1,0,0]",0,1,25,0.43859649122807
"[-1,-1,0,1]_[1,-1,0,0]",0,2,10,0.175438596491228
"[-1,-1,0,1]_[1,-1,0,0]",1,2,22,0.385964912280702
"[-1,-1,0,1]_[1,-1,0,1]",0,1,2,0.222222222222222
"[-1,-1,0,1]_[1,-1,0,1]",0,2,4,0.444444444444444
"[-1,-1,0,1]_[1,-1,0,1]",1,2,3,0.333333333333333
"[-1,-1,0,1]_[1,-1,1,0]",0,1,28,0.411764705882353
"[-1,-1,0,1]_[1,-1,1,0]",0,2,12,0.176470588235294
"[-1,-1,0,1]_[1,-1,1,0]",1,2,28,0.411764705882353
"[-1,-1,0,1]_[1,0,-1,-1]",0,1,1,1
"[-1,-1,0,1]_[1,0,-1,-1]",0,2,0,0
"[-1,-1,0,1]_[1,0,-1,-1]",1,2,0,0
"[-1,-1,0,1]_[1,0,-1,0]",0,1,3,0.75
"[-1,-1,0,1]_[1,0,-1,0]",0,2,0,0
"[-1,-1,0,1]_[1,0,-1,0]",1,2,1,0.25
"[-1,-1,0,1]_[1,0,-1,1]",0,1,16,0.666666666666667
"[-1,-1,0,1]_[1,0,-1,1]",0,2,2,0.0833333333333333
"[-1,-1,0,1]_[1,0,-1,1]",1,2,6,0.25
"[-1,-1,0,1]_[1,0,0,-1]",0,1,3,0.375
"[-1,-1,0,1]_[1,0,0,-1]",0,2,0,0
"[-1,-1,0,1]_[1,0,0,-1]",1,2,5,0.625
"[-1,-1,0,1]_[1,0,0,1]",0,1,3,0.6
"[-1,-1,0,1]_[1,0,0,1]",0,2,0,0
"[-1,-1,0,1]_[1,0,0,1]",1,2,2,0.4
"[-1,-1,0,1]_[1,0,1,-1]",0,1,17,0.739130434782609
"[-1,-1,0,1]_[1,0,1,-1]",0,2,0,0
"[-1,-1,0,1]_[1,0,1,-1]",1,2,6,0.260869565217391
"[-1,-1,0,1]_[1,0,1,0]",0,1,12,0.444444444444444
"[-1,-1,0,1]_[1,0,1,0]",0,2,4,0.148148148148148
"[-1,-1,0,1]_[1,0,1,0]",1,2,11,0.407407407407407
"[-1,-1,0,1]_[1,0,1,1]",0,1,11,0.366666666666667
"[-1,-1,0,1]_[1,0,1,1]",0,2,17,0.566666666666667
"[-1,-1,0,1]_[1,0,1,1]",1,2,2,0.0666666666666667
"[-1,-1,0,1]_[1,1,-1,0]",0,1,4,0.5
"[-1,-1,0,1]_[1,1,-1,0]",0,2,1,0.125
"[-1,-1,0,1]_[1,1,-1,0]",1,2,3,0.375
"[-1,-1,0,1]_[1,1,0,-1]",0,1,3,0.6
"[-1,-1,0,1]_[1,1,0,-1]",0,2,0,0
"[-1,-1,0,1]_[1,1,0,-1]",1,2,2,0.4
"[-1,-1,0,1]_[1,1,0,0]",0,1,15,0.517241379310345
"[-1,-1,0,1]_[1,1,0,0]",0,2,1,0.0344827586206897
"[-1,-1,0,1]_[1,1,0,0]",1,2,13,0.448275862068966
"[-1,-1,0,1]_[1,1,0,1]",0,1,5,0.416666666666667
"[-1,-1,0,1]_[1,1,0,1]",0,2,1,0.0833333333333333
"[-1,-1,0,1]_[1,1,0,1]",1,2,6,0.5
"[-1,-1,0,1]_[1,1,1,0]",0,1,35,0.714285714285714
"[-1,-1,0,1]_[1,1,1,0]",0,2,5,0.102040816326531
"[-1,-1,0,1]_[1,1,1,0]",1,2,9,0.183673469387755
"[-1,-1,1,0]_[-1,0,-1,-1]",0,1,3,0.75
"[-1,-1,1,0]_[-1,0,-1,-1]",0,2,0,0
"[-1,-1,1,0]_[-1,0,-1,-1]",1,2,1,0.25
"[-1,-1,1,0]_[-1,0,-1,0]",0,1,10,0.416666666666667
"[-1,-1,1,0]_[-1,0,-1,0]",0,2,3,0.125
"[-1,-1,1,0]_[-1,0,-1,0]",1,2,11,0.458333333333333
"[-1,-1,1,0]_[-1,0,-1,1]",0,1,4,0.8
"[-1,-1,1,0]_[-1,0,-1,1]",0,2,1,0.2
"[-1,-1,1,0]_[-1,0,-1,1]",1,2,0,0
"[-1,-1,1,0]_[-1,0,0,-1]",0,1,7,0.583333333333333
"[-1,-1,1,0]_[-1,0,0,-1]",0,2,1,0.0833333333333333
"[-1,-1,1,0]_[-1,0,0,-1]",1,2,4,0.333333333333333
"[-1,-1,1,0]_[-1,0,0,1]",0,1,2,0.222222222222222
"[-1,-1,1,0]_[-1,0,0,1]",0,2,2,0.222222222222222
"[-1,-1,1,0]_[-1,0,0,1]",1,2,5,0.555555555555556
"[-1,-1,1,0]_[-1,0,1,-1]",0,1,4,0.444444444444444
"[-1,-1,1,0]_[-1,0,1,-1]",0,2,3,0.333333333333333
"[-1,-1,1,0]_[-1,0,1,-1]",1,2,2,0.222222222222222
"[-1,-1,1,0]_[-1,0,1,0]",0,1,2,0.222222222222222
"[-1,-1,1,0]_[-1,0,1,0]",0,2,6,0.666666666666667
"[-1,-1,1,0]_[-1,0,1,0]",1,2,1,0.111111111111111
"[-1,-1,1,0]_[-1,0,1,1]",0,1,6,0.285714285714286
"[-1,-1,1,0]_[-1,0,1,1]",0,2,11,0.523809523809524
"[-1,-1,1,0]_[-1,0,1,1]",1,2,4,0.19047619047619
"[-1,-1,1,0]_[-1,1,-1,0]",0,1,3,0.5
"[-1,-1,1,0]_[-1,1,-1,0]",0,2,0,0
"[-1,-1,1,0]_[-1,1,-1,0]",1,2,3,0.5
"[-1,-1,1,0]_[-1,1,0,-1]",0,1,3,0.75
"[-1,-1,1,0]_[-1,1,0,-1]",0,2,1,0.25
"[-1,-1,1,0]_[-1,1,0,-1]",1,2,0,0
"[-1,-1,1,0]_[-1,1,0,0]",0,1,6,0.25
"[-1,-1,1,0]_[-1,1,0,0]",0,2,7,0.291666666666667
"[-1,-1,1,0]_[-1,1,0,0]",1,2,11,0.458333333333333
"[-1,-1,1,0]_[-1,1,0,1]",0,1,10,0.434782608695652
"[-1,-1,1,0]_[-1,1,0,1]",0,2,3,0.130434782608696
"[-1,-1,1,0]_[-1,1,0,1]",1,2,10,0.434782608695652
"[-1,-1,1,0]_[-1,1,1,0]",0,1,10,0.357142857142857
"[-1,-1,1,0]_[-1,1,1,0]",0,2,12,0.428571428571429
"[-1,-1,1,0]_[-1,1,1,0]",1,2,6,0.214285714285714
"[-1,-1,1,0]_[0,-1,-1,-1]",0,1,12,0.8
"[-1,-1,1,0]_[0,-1,-1,-1]",0,2,1,0.0666666666666667
"[-1,-1,1,0]_[0,-1,-1,-1]",1,2,2,0.133333333333333
"[-1,-1,1,0]_[0,-1,-1,1]",0,1,14,0.608695652173913
"[-1,-1,1,0]_[0,-1,-1,1]",0,2,3,0.130434782608696
"[-1,-1,1,0]_[0,-1,-1,1]",1,2,6,0.260869565217391
"[-1,-1,1,0]_[0,-1,0,-1]",0,1,7,0.636363636363636
"[-1,-1,1,0]_[0,-1,0,-1]",0,2,1,0.0909090909090909
"[-1,-1,1,0]_[0,-1,0,-1]",1,2,3,0.272727272727273
"[-1,-1,1,0]_[0,-1,0,1]",0,1,3,0.25
"[-1,-1,1,0]_[0,-1,0,1]",0,2,1,0.0833333333333333
"[-1,-1,1,0]_[0,-1,0,1]",1,2,8,0.666666666666667
"[-1,-1,1,0]_[0,-1,1,-1]",0,1,9,0.391304347826087
"[-1,-1,1,0]_[0,-1,1,-1]",0,2,8,0.347826086956522
"[-1,-1,1,0]_[0,-1,1,-1]",1,2,6,0.260869565217391
"[-1,-1,1,0]_[0,-1,1,1]",0,1,0,0
"[-1,-1,1,0]_[0,-1,1,1]",0,2,9,0.642857142857143
"[-1,-1,1,0]_[0,-1,1,1]",1,2,5,0.357142857142857
"[-1,-1,1,0]_[0,0,1,1]",0,1,10,0.185185185185185
"[-1,-1,1,0]_[0,0,1,1]",0,2,31,0.574074074074074
"[-1,-1,1,0]_[0,0,1,1]",1,2,13,0.240740740740741
"[-1,-1,1,0]_[0,1,-1,-1]",0,1,17,0.739130434782609
"[-1,-1,1,0]_[0,1,-1,-1]",0,2,2,0.0869565217391304
"[-1,-1,1,0]_[0,1,-1,-1]",1,2,4,0.173913043478261
"[-1,-1,1,0]_[0,1,-1,1]",0,1,3,0.428571428571429
"[-1,-1,1,0]_[0,1,-1,1]",0,2,0,0
"[-1,-1,1,0]_[0,1,-1,1]",1,2,4,0.571428571428571
"[-1,-1,1,0]_[0,1,0,-1]",0,1,12,0.461538461538462
"[-1,-1,1,0]_[0,1,0,-1]",0,2,6,0.230769230769231
"[-1,-1,1,0]_[0,1,0,-1]",1,2,8,0.307692307692308
"[-1,-1,1,0]_[0,1,1,-1]",0,1,13,0.764705882352941
"[-1,-1,1,0]_[0,1,1,-1]",0,2,1,0.0588235294117647
"[-1,-1,1,0]_[0,1,1,-1]",1,2,3,0.176470588235294
"[-1,-1,1,0]_[0,1,1,1]",0,1,5,0.192307692307692
"[-1,-1,1,0]_[0,1,1,1]",0,2,17,0.653846153846154
"[-1,-1,1,0]_[0,1,1,1]",1,2,4,0.153846153846154
"[-1,-1,1,0]_[1,-1,-1,0]",0,1,5,0.555555555555556
"[-1,-1,1,0]_[1,-1,-1,0]",0,2,0,0
"[-1,-1,1,0]_[1,-1,-1,0]",1,2,4,0.444444444444444
"[-1,-1,1,0]_[1,-1,0,-1]",0,1,7,0.4375
"[-1,-1,1,0]_[1,-1,0,-1]",0,2,2,0.125
"[-1,-1,1,0]_[1,-1,0,-1]",1,2,7,0.4375
"[-1,-1,1,0]_[1,-1,0,0]",0,1,10,0.285714285714286
"[-1,-1,1,0]_[1,-1,0,0]",0,2,9,0.257142857142857
"[-1,-1,1,0]_[1,-1,0,0]",1,2,16,0.457142857142857
"[-1,-1,1,0]_[1,-1,0,1]",0,1,1,0.2
"[-1,-1,1,0]_[1,-1,0,1]",0,2,2,0.4
"[-1,-1,1,0]_[1,-1,0,1]",1,2,2,0.4
"[-1,-1,1,0]_[1,-1,1,0]",0,1,10,0.285714285714286
"[-1,-1,1,0]_[1,-1,1,0]",0,2,14,0.4
"[-1,-1,1,0]_[1,-1,1,0]",1,2,11,0.314285714285714
"[-1,-1,1,0]_[1,0,-1,-1]",0,1,10,0.625
"[-1,-1,1,0]_[1,0,-1,-1]",0,2,2,0.125
"[-1,-1,1,0]_[1,0,-1,-1]",1,2,4,0.25
"[-1,-1,1,0]_[1,0,-1,0]",0,1,13,0.764705882352941
"[-1,-1,1,0]_[1,0,-1,0]",0,2,1,0.0588235294117647
"[-1,-1,1,0]_[1,0,-1,0]",1,2,3,0.176470588235294
"[-1,-1,1,0]_[1,0,-1,1]",0,1,4,0.363636363636364
"[-1,-1,1,0]_[1,0,-1,1]",0,2,1,0.0909090909090909
"[-1,-1,1,0]_[1,0,-1,1]",1,2,6,0.545454545454545
"[-1,-1,1,0]_[1,0,0,-1]",0,1,5,0.555555555555556
"[-1,-1,1,0]_[1,0,0,-1]",0,2,0,0
"[-1,-1,1,0]_[1,0,0,-1]",1,2,4,0.444444444444444
"[-1,-1,1,0]_[1,0,0,1]",0,1,8,0.307692307692308
"[-1,-1,1,0]_[1,0,0,1]",0,2,1,0.0384615384615385
"[-1,-1,1,0]_[1,0,0,1]",1,2,17,0.653846153846154
"[-1,-1,1,0]_[1,0,1,-1]",0,1,2,0.222222222222222
"[-1,-1,1,0]_[1,0,1,-1]",0,2,5,0.555555555555556
"[-1,-1,1,0]_[1,0,1,-1]",1,2,2,0.222222222222222
"[-1,-1,1,0]_[1,0,1,0]",0,1,11,0.44
"[-1,-1,1,0]_[1,0,1,0]",0,2,9,0.36
"[-1,-1,1,0]_[1,0,1,0]",1,2,5,0.2
"[-1,-1,1,0]_[1,0,1,1]",0,1,2,0.2
"[-1,-1,1,0]_[1,0,1,1]",0,2,4,0.4
"[-1,-1,1,0]_[1,0,1,1]",1,2,4,0.4
"[-1,-1,1,0]_[1,1,-1,0]",0,1,8,0.571428571428571
"[-1,-1,1,0]_[1,1,-1,0]",0,2,1,0.0714285714285714
"[-1,-1,1,0]_[1,1,-1,0]",1,2,5,0.357142857142857
"[-1,-1,1,0]_[1,1,0,-1]",0,1,5,0.5
"[-1,-1,1,0]_[1,1,0,-1]",0,2,2,0.2
"[-1,-1,1,0]_[1,1,0,-1]",1,2,3,0.3
"[-1,-1,1,0]_[1,1,0,0]",0,1,4,0.307692307692308
"[-1,-1,1,0]_[1,1,0,0]",0,2,3,0.230769230769231
"[-1,-1,1,0]_[1,1,0,0]",1,2,6,0.461538461538462
"[-1,-1,1,0]_[1,1,0,1]",0,1,6,0.666666666666667
"[-1,-1,1,0]_[1,1,0,1]",0,2,2,0.222222222222222
"[-1,-1,1,0]_[1,1,0,1]",1,2,1,0.111111111111111
"[-1,-1,1,0]_[1,1,1,0]",0,1,3,0.375
"[-1,-1,1,0]_[1,1,1,0]",0,2,4,0.5
"[-1,-1,1,0]_[1,1,1,0]",1,2,1,0.125
"[-1,0,-1,-1]_[-1,0,-1,0]",0,1,2,0.222222222222222
"[-1,0,-1,-1]_[-1,0,-1,0]",0,2,2,0.222222222222222
"[-1,0,-1,-1]_[-1,0,-1,0]",1,2,5,0.555555555555556
"[-1,0,-1,-1]_[-1,0,-1,1]",0,1,1,0.111111111111111
"[-1,0,-1,-1]_[-1,0,-1,1]",0,2,0,0
"[-1,0,-1,-1]_[-1,0,-1,1]",1,2,8,0.888888888888889
"[-1,0,-1,-1]_[-1,0,0,-1]",0,1,13,0.180555555555556
"[-1,0,-1,-1]_[-1,0,0,-1]",0,2,24,0.333333333333333
"[-1,0,-1,-1]_[-1,0,0,-1]",1,2,35,0.486111111111111
"[-1,0,-1,-1]_[-1,0,0,1]",0,1,8,0.571428571428571
"[-1,0,-1,-1]_[-1,0,0,1]",0,2,0,0
"[-1,0,-1,-1]_[-1,0,0,1]",1,2,6,0.428571428571429
"[-1,0,-1,-1]_[-1,0,1,-1]",0,1,1,0.166666666666667
"[-1,0,-1,-1]_[-1,0,1,-1]",0,2,4,0.666666666666667
"[-1,0,-1,-1]_[-1,0,1,-1]",1,2,1,0.166666666666667
"[-1,0,-1,-1]_[-1,0,1,0]",0,1,0,0
"[-1,0,-1,-1]_[-1,0,1,0]",0,2,1,0.1
"[-1,0,-1,-1]_[-1,0,1,0]",1,2,9,0.9
"[-1,0,-1,-1]_[-1,0,1,1]",0,1,4,0.129032258064516
"[-1,0,-1,-1]_[-1,0,1,1]",0,2,2,0.0645161290322581
"[-1,0,-1,-1]_[-1,0,1,1]",1,2,25,0.806451612903226
"[-1,0,-1,-1]_[-1,1,-1,0]",0,1,3,0.1875
"[-1,0,-1,-1]_[-1,1,-1,0]",0,2,5,0.3125
"[-1,0,-1,-1]_[-1,1,-1,0]",1,2,8,0.5
"[-1,0,-1,-1]_[-1,1,0,-1]",0,1,11,0.282051282051282
"[-1,0,-1,-1]_[-1,1,0,-1]",0,2,18,0.461538461538462
"[-1,0,-1,-1]_[-1,1,0,-1]",1,2,10,0.256410256410256
"[-1,0,-1,-1]_[-1,1,0,0]",0,1,0,0
"[-1,0,-1,-1]_[-1,1,0,0]",0,2,0,0
"[-1,0,-1,-1]_[-1,1,0,0]",1,2,5,1
"[-1,0,-1,-1]_[-1,1,0,1]",0,1,1,0.0714285714285714
"[-1,0,-1,-1]_[-1,1,0,1]",0,2,0,0
"[-1,0,-1,-1]_[-1,1,0,1]",1,2,13,0.928571428571429
"[-1,0,-1,-1]_[-1,1,1,0]",0,1,3,0.136363636363636
"[-1,0,-1,-1]_[-1,1,1,0]",0,2,9,0.409090909090909
"[-1,0,-1,-1]_[-1,1,1,0]",1,2,10,0.454545454545455
"[-1,0,-1,-1]_[0,-1,-1,-1]",0,1,1,1
"[-1,0,-1,-1]_[0,-1,-1,-1]",0,2,0,0
"[-1,0,-1,-1]_[0,-1,-1,-1]",1,2,0,0
"[-1,0,-1,-1]_[0,-1,-1,1]",0,1,0,0
"[-1,0,-1,-1]_[0,-1,-1,1]",0,2,0,0
"[-1,0,-1,-1]_[0,-1,-1,1]",1,2,2,1
"[-1,0,-1,-1]_[0,-1,0,-1]",0,1,2,0.333333333333333
"[-1,0,-1,-1]_[0,-1,0,-1]",0,2,1,0.166666666666667
"[-1,0,-1,-1]_[0,-1,0,-1]",1,2,3,0.5
"[-1,0,-1,-1]_[0,-1,0,1]",0,1,0,0
"[-1,0,-1,-1]_[0,-1,0,1]",0,2,0,0
"[-1,0,-1,-1]_[0,-1,0,1]",1,2,3,1
"[-1,0,-1,-1]_[0,-1,1,-1]",0,1,3,0.230769230769231
"[-1,0,-1,-1]_[0,-1,1,-1]",0,2,3,0.230769230769231
"[-1,0,-1,-1]_[0,-1,1,-1]",1,2,7,0.538461538461538
"[-1,0,-1,-1]_[0,-1,1,1]",0,1,4,0.181818181818182
"[-1,0,-1,-1]_[0,-1,1,1]",0,2,3,0.136363636363636
"[-1,0,-1,-1]_[0,-1,1,1]",1,2,15,0.681818181818182
"[-1,0,-1,-1]_[0,0,1,1]",0,1,16,0.313725490196078
"[-1,0,-1,-1]_[0,0,1,1]",0,2,4,0.0784313725490196
"[-1,0,-1,-1]_[0,0,1,1]",1,2,31,0.607843137254902
"[-1,0,-1,-1]_[0,1,-1,-1]",0,1,11,0.289473684210526
"[-1,0,-1,-1]_[0,1,-1,-1]",0,2,23,0.605263157894737
"[-1,0,-1,-1]_[0,1,-1,-1]",1,2,4,0.105263157894737
"[-1,0,-1,-1]_[0,1,-1,1]",0,1,2,0.285714285714286
"[-1,0,-1,-1]_[0,1,-1,1]",0,2,0,0
"[-1,0,-1,-1]_[0,1,-1,1]",1,2,5,0.714285714285714
"[-1,0,-1,-1]_[0,1,0,-1]",0,1,0,0
"[-1,0,-1,-1]_[0,1,0,-1]",0,2,4,1
"[-1,0,-1,-1]_[0,1,0,-1]",1,2,0,0
"[-1,0,-1,-1]_[0,1,1,-1]",0,1,5,0.227272727272727
"[-1,0,-1,-1]_[0,1,1,-1]",0,2,7,0.318181818181818
"[-1,0,-1,-1]_[0,1,1,-1]",1,2,10,0.454545454545455
"[-1,0,-1,-1]_[0,1,1,1]",0,1,4,0.5
"[-1,0,-1,-1]_[0,1,1,1]",0,2,0,0
"[-1,0,-1,-1]_[0,1,1,1]",1,2,4,0.5
"[-1,0,-1,-1]_[1,-1,-1,0]",0,1,0,0
"[-1,0,-1,-1]_[1,-1,-1,0]",0,2,1,0.166666666666667
"[-1,0,-1,-1]_[1,-1,-1,0]",1,2,5,0.833333333333333
"[-1,0,-1,-1]_[1,-1,0,-1]",0,1,0,0
"[-1,0,-1,-1]_[1,-1,0,-1]",0,2,1,0.5
"[-1,0,-1,-1]_[1,-1,0,-1]",1,2,1,0.5
"[-1,0,-1,-1]_[1,-1,0,0]",0,1,11,0.275
"[-1,0,-1,-1]_[1,-1,0,0]",0,2,3,0.075
"[-1,0,-1,-1]_[1,-1,0,0]",1,2,26,0.65
"[-1,0,-1,-1]_[1,-1,0,1]",0,1,0,0
"[-1,0,-1,-1]_[1,-1,0,1]",0,2,0,0
"[-1,0,-1,-1]_[1,-1,0,1]",1,2,2,1
"[-1,0,-1,-1]_[1,-1,1,0]",0,1,10,0.263157894736842
"[-1,0,-1,-1]_[1,-1,1,0]",0,2,4,0.105263157894737
"[-1,0,-1,-1]_[1,-1,1,0]",1,2,24,0.631578947368421
"[-1,0,-1,-1]_[1,0,-1,-1]",0,1,3,0.333333333333333
