"efforts_tuples","selected0","selected1","count","count_normalized"
"[-1,0,0,-1]_[1,1,0,-1]",0,2,8,0.363636363636364
"[-1,0,0,-1]_[1,1,0,-1]",1,2,5,0.227272727272727
"[-1,0,0,-1]_[1,1,0,0]",0,1,3,0.6
"[-1,0,0,-1]_[1,1,0,0]",0,2,2,0.4
"[-1,0,0,-1]_[1,1,0,0]",1,2,0,0
"[-1,0,0,-1]_[1,1,0,1]",0,1,3,0.333333333333333
"[-1,0,0,-1]_[1,1,0,1]",0,2,1,0.111111111111111
"[-1,0,0,-1]_[1,1,0,1]",1,2,5,0.555555555555556
"[-1,0,0,-1]_[1,1,1,0]",0,1,1,0.25
"[-1,0,0,-1]_[1,1,1,0]",0,2,0,0
"[-1,0,0,-1]_[1,1,1,0]",1,2,3,0.75
"[-1,0,0,1]_[-1,0,1,-1]",0,1,7,0.777777777777778
"[-1,0,0,1]_[-1,0,1,-1]",0,2,2,0.222222222222222
"[-1,0,0,1]_[-1,0,1,-1]",1,2,0,0
"[-1,0,0,1]_[-1,0,1,0]",0,1,5,0.833333333333333
"[-1,0,0,1]_[-1,0,1,0]",0,2,1,0.166666666666667
"[-1,0,0,1]_[-1,0,1,0]",1,2,0,0
"[-1,0,0,1]_[-1,0,1,1]",0,1,4,0.8
"[-1,0,0,1]_[-1,0,1,1]",0,2,0,0
"[-1,0,0,1]_[-1,0,1,1]",1,2,1,0.2
"[-1,0,0,1]_[-1,1,-1,0]",0,1,9,0.6
"[-1,0,0,1]_[-1,1,-1,0]",0,2,0,0
"[-1,0,0,1]_[-1,1,-1,0]",1,2,6,0.4
"[-1,0,0,1]_[-1,1,0,-1]",0,1,4,0.666666666666667
"[-1,0,0,1]_[-1,1,0,-1]",0,2,1,0.166666666666667
"[-1,0,0,1]_[-1,1,0,-1]",1,2,1,0.166666666666667
"[-1,0,0,1]_[-1,1,0,0]",0,1,5,0.294117647058824
"[-1,0,0,1]_[-1,1,0,0]",0,2,1,0.0588235294117647
"[-1,0,0,1]_[-1,1,0,0]",1,2,11,0.647058823529412
"[-1,0,0,1]_[-1,1,0,1]",0,1,14,0.333333333333333
"[-1,0,0,1]_[-1,1,0,1]",0,2,10,0.238095238095238
"[-1,0,0,1]_[-1,1,0,1]",1,2,18,0.428571428571429
"[-1,0,0,1]_[-1,1,1,0]",0,1,16,0.8
"[-1,0,0,1]_[-1,1,1,0]",0,2,1,0.05
"[-1,0,0,1]_[-1,1,1,0]",1,2,3,0.15
"[-1,0,0,1]_[0,-1,-1,-1]",0,1,9,1
"[-1,0,0,1]_[0,-1,-1,-1]",0,2,0,0
"[-1,0,0,1]_[0,-1,-1,-1]",1,2,0,0
"[-1,0,0,1]_[0,-1,-1,1]",0,1,1,1
"[-1,0,0,1]_[0,-1,-1,1]",0,2,0,0
"[-1,0,0,1]_[0,-1,-1,1]",1,2,0,0
"[-1,0,0,1]_[0,-1,0,-1]",0,1,7,0.4375
"[-1,0,0,1]_[0,-1,0,-1]",0,2,2,0.125
"[-1,0,0,1]_[0,-1,0,-1]",1,2,7,0.4375
"[-1,0,0,1]_[0,-1,0,1]",0,1,8,0.444444444444444
"[-1,0,0,1]_[0,-1,0,1]",0,2,6,0.333333333333333
"[-1,0,0,1]_[0,-1,0,1]",1,2,4,0.222222222222222
"[-1,0,0,1]_[0,-1,1,-1]",0,1,8,0.8
"[-1,0,0,1]_[0,-1,1,-1]",0,2,1,0.1
"[-1,0,0,1]_[0,-1,1,-1]",1,2,1,0.1
"[-1,0,0,1]_[0,-1,1,1]",0,1,1,1
"[-1,0,0,1]_[0,-1,1,1]",0,2,0,0
"[-1,0,0,1]_[0,-1,1,1]",1,2,0,0
"[-1,0,0,1]_[0,0,1,1]",0,1,15,0.576923076923077
"[-1,0,0,1]_[0,0,1,1]",0,2,8,0.307692307692308
"[-1,0,0,1]_[0,0,1,1]",1,2,3,0.115384615384615
"[-1,0,0,1]_[0,1,-1,-1]",0,1,32,0.842105263157895
"[-1,0,0,1]_[0,1,-1,-1]",0,2,2,0.0526315789473684
"[-1,0,0,1]_[0,1,-1,-1]",1,2,4,0.105263157894737
"[-1,0,0,1]_[0,1,-1,1]",0,1,1,0.333333333333333
"[-1,0,0,1]_[0,1,-1,1]",0,2,1,0.333333333333333
"[-1,0,0,1]_[0,1,-1,1]",1,2,1,0.333333333333333
"[-1,0,0,1]_[0,1,0,-1]",0,1,5,0.5
"[-1,0,0,1]_[0,1,0,-1]",0,2,0,0
"[-1,0,0,1]_[0,1,0,-1]",1,2,5,0.5
"[-1,0,0,1]_[0,1,1,-1]",0,1,2,0.285714285714286
"[-1,0,0,1]_[0,1,1,-1]",0,2,1,0.142857142857143
"[-1,0,0,1]_[0,1,1,-1]",1,2,4,0.571428571428571
"[-1,0,0,1]_[0,1,1,1]",0,1,7,0.636363636363636
"[-1,0,0,1]_[0,1,1,1]",0,2,3,0.272727272727273
"[-1,0,0,1]_[0,1,1,1]",1,2,1,0.0909090909090909
"[-1,0,0,1]_[1,-1,-1,0]",0,1,12,0.571428571428571
"[-1,0,0,1]_[1,-1,-1,0]",0,2,5,0.238095238095238
"[-1,0,0,1]_[1,-1,-1,0]",1,2,4,0.19047619047619
"[-1,0,0,1]_[1,-1,0,-1]",0,1,5,0.625
"[-1,0,0,1]_[1,-1,0,-1]",0,2,1,0.125
"[-1,0,0,1]_[1,-1,0,-1]",1,2,2,0.25
"[-1,0,0,1]_[1,-1,0,0]",0,1,11,0.354838709677419
"[-1,0,0,1]_[1,-1,0,0]",0,2,5,0.161290322580645
"[-1,0,0,1]_[1,-1,0,0]",1,2,15,0.483870967741935
"[-1,0,0,1]_[1,-1,0,1]",0,1,7,0.4375
"[-1,0,0,1]_[1,-1,0,1]",0,2,6,0.375
"[-1,0,0,1]_[1,-1,0,1]",1,2,3,0.1875
"[-1,0,0,1]_[1,-1,1,0]",0,1,3,0.214285714285714
"[-1,0,0,1]_[1,-1,1,0]",0,2,3,0.214285714285714
"[-1,0,0,1]_[1,-1,1,0]",1,2,8,0.571428571428571
"[-1,0,0,1]_[1,0,-1,-1]",0,1,57,0.74025974025974
"[-1,0,0,1]_[1,0,-1,-1]",0,2,1,0.012987012987013
"[-1,0,0,1]_[1,0,-1,-1]",1,2,19,0.246753246753247
"[-1,0,0,1]_[1,0,-1,0]",0,1,12,0.75
"[-1,0,0,1]_[1,0,-1,0]",0,2,1,0.0625
"[-1,0,0,1]_[1,0,-1,0]",1,2,3,0.1875
"[-1,0,0,1]_[1,0,-1,1]",0,1,7,0.5
"[-1,0,0,1]_[1,0,-1,1]",0,2,6,0.428571428571429
"[-1,0,0,1]_[1,0,-1,1]",1,2,1,0.0714285714285714
"[-1,0,0,1]_[1,0,0,-1]",0,1,2,0.285714285714286
"[-1,0,0,1]_[1,0,0,-1]",0,2,0,0
"[-1,0,0,1]_[1,0,0,-1]",1,2,5,0.714285714285714
"[-1,0,0,1]_[1,0,1,-1]",0,1,22,0.628571428571429
"[-1,0,0,1]_[1,0,1,-1]",0,2,1,0.0285714285714286
"[-1,0,0,1]_[1,0,1,-1]",1,2,12,0.342857142857143
"[-1,0,0,1]_[1,0,1,0]",0,1,8,0.296296296296296
"[-1,0,0,1]_[1,0,1,0]",0,2,5,0.185185185185185
"[-1,0,0,1]_[1,0,1,0]",1,2,14,0.518518518518518
"[-1,0,0,1]_[1,0,1,1]",0,1,21,0.488372093023256
"[-1,0,0,1]_[1,0,1,1]",0,2,16,0.372093023255814
"[-1,0,0,1]_[1,0,1,1]",1,2,6,0.13953488372093
"[-1,0,0,1]_[1,1,-1,0]",0,1,1,0.2
"[-1,0,0,1]_[1,1,-1,0]",0,2,0,0
"[-1,0,0,1]_[1,1,-1,0]",1,2,4,0.8
"[-1,0,0,1]_[1,1,0,-1]",0,1,8,0.888888888888889
"[-1,0,0,1]_[1,1,0,-1]",0,2,0,0
"[-1,0,0,1]_[1,1,0,-1]",1,2,1,0.111111111111111
"[-1,0,0,1]_[1,1,0,0]",0,1,4,0.5
"[-1,0,0,1]_[1,1,0,0]",0,2,1,0.125
"[-1,0,0,1]_[1,1,0,0]",1,2,3,0.375
"[-1,0,0,1]_[1,1,0,1]",0,1,0,0
"[-1,0,0,1]_[1,1,0,1]",0,2,3,0.75
"[-1,0,0,1]_[1,1,0,1]",1,2,1,0.25
"[-1,0,0,1]_[1,1,1,0]",0,1,32,0.761904761904762
"[-1,0,0,1]_[1,1,1,0]",0,2,4,0.0952380952380952
"[-1,0,0,1]_[1,1,1,0]",1,2,6,0.142857142857143
"[-1,0,1,-1]_[-1,0,1,0]",0,1,1,0.142857142857143
"[-1,0,1,-1]_[-1,0,1,0]",0,2,2,0.285714285714286
"[-1,0,1,-1]_[-1,0,1,0]",1,2,4,0.571428571428571
"[-1,0,1,-1]_[-1,0,1,1]",0,1,0,0
"[-1,0,1,-1]_[-1,0,1,1]",0,2,3,0.428571428571429
"[-1,0,1,-1]_[-1,0,1,1]",1,2,4,0.571428571428571
"[-1,0,1,-1]_[-1,1,-1,0]",0,1,0,0
"[-1,0,1,-1]_[-1,1,-1,0]",0,2,3,0.6
"[-1,0,1,-1]_[-1,1,-1,0]",1,2,2,0.4
"[-1,0,1,-1]_[-1,1,0,-1]",0,1,2,0.181818181818182
"[-1,0,1,-1]_[-1,1,0,-1]",0,2,8,0.727272727272727
"[-1,0,1,-1]_[-1,1,0,-1]",1,2,1,0.0909090909090909
"[-1,0,1,-1]_[-1,1,0,0]",0,1,1,0.166666666666667
"[-1,0,1,-1]_[-1,1,0,0]",0,2,3,0.5
"[-1,0,1,-1]_[-1,1,0,0]",1,2,2,0.333333333333333
"[-1,0,1,-1]_[-1,1,0,1]",0,1,0,0
"[-1,0,1,-1]_[-1,1,0,1]",0,2,3,0.333333333333333
"[-1,0,1,-1]_[-1,1,0,1]",1,2,6,0.666666666666667
"[-1,0,1,-1]_[-1,1,1,0]",0,1,0,0
"[-1,0,1,-1]_[-1,1,1,0]",0,2,2,0.5
"[-1,0,1,-1]_[-1,1,1,0]",1,2,2,0.5
"[-1,0,1,-1]_[0,-1,-1,-1]",0,1,6,0.375
"[-1,0,1,-1]_[0,-1,-1,-1]",0,2,3,0.1875
"[-1,0,1,-1]_[0,-1,-1,-1]",1,2,7,0.4375
"[-1,0,1,-1]_[0,-1,-1,1]",0,1,2,0.4
"[-1,0,1,-1]_[0,-1,-1,1]",0,2,0,0
"[-1,0,1,-1]_[0,-1,-1,1]",1,2,3,0.6
"[-1,0,1,-1]_[0,-1,0,-1]",0,1,0,0
"[-1,0,1,-1]_[0,-1,0,-1]",0,2,2,0.666666666666667
"[-1,0,1,-1]_[0,-1,0,-1]",1,2,1,0.333333333333333
"[-1,0,1,-1]_[0,-1,0,1]",0,1,6,0.4
"[-1,0,1,-1]_[0,-1,0,1]",0,2,0,0
"[-1,0,1,-1]_[0,-1,0,1]",1,2,9,0.6
"[-1,0,1,-1]_[0,-1,1,-1]",0,1,0,0
"[-1,0,1,-1]_[0,-1,1,-1]",0,2,4,0.8
"[-1,0,1,-1]_[0,-1,1,-1]",1,2,1,0.2
"[-1,0,1,-1]_[0,-1,1,1]",0,1,0,0
"[-1,0,1,-1]_[0,-1,1,1]",0,2,1,0.2
"[-1,0,1,-1]_[0,-1,1,1]",1,2,4,0.8
"[-1,0,1,-1]_[0,0,1,1]",0,1,6,0.333333333333333
"[-1,0,1,-1]_[0,0,1,1]",0,2,2,0.111111111111111
"[-1,0,1,-1]_[0,0,1,1]",1,2,10,0.555555555555556
"[-1,0,1,-1]_[0,1,-1,-1]",0,1,1,0.25
"[-1,0,1,-1]_[0,1,-1,-1]",0,2,3,0.75
"[-1,0,1,-1]_[0,1,-1,-1]",1,2,0,0
"[-1,0,1,-1]_[0,1,-1,1]",0,1,10,0.434782608695652
"[-1,0,1,-1]_[0,1,-1,1]",0,2,2,0.0869565217391304
"[-1,0,1,-1]_[0,1,-1,1]",1,2,11,0.478260869565217
"[-1,0,1,-1]_[0,1,0,-1]",0,1,0,0
"[-1,0,1,-1]_[0,1,0,-1]",0,2,7,1
"[-1,0,1,-1]_[0,1,0,-1]",1,2,0,0
"[-1,0,1,-1]_[0,1,1,-1]",0,1,2,0.125
"[-1,0,1,-1]_[0,1,1,-1]",0,2,12,0.75
"[-1,0,1,-1]_[0,1,1,-1]",1,2,2,0.125
"[-1,0,1,-1]_[0,1,1,1]",0,1,0,0
"[-1,0,1,-1]_[0,1,1,1]",0,2,1,0.0714285714285714
"[-1,0,1,-1]_[0,1,1,1]",1,2,13,0.928571428571429
"[-1,0,1,-1]_[1,-1,-1,0]",0,1,4,0.571428571428571
"[-1,0,1,-1]_[1,-1,-1,0]",0,2,0,0
"[-1,0,1,-1]_[1,-1,-1,0]",1,2,3,0.428571428571429
"[-1,0,1,-1]_[1,-1,0,-1]",0,1,1,0.0769230769230769
"[-1,0,1,-1]_[1,-1,0,-1]",0,2,6,0.461538461538462
"[-1,0,1,-1]_[1,-1,0,-1]",1,2,6,0.461538461538462
"[-1,0,1,-1]_[1,-1,0,0]",0,1,5,0.25
"[-1,0,1,-1]_[1,-1,0,0]",0,2,3,0.15
"[-1,0,1,-1]_[1,-1,0,0]",1,2,12,0.6
"[-1,0,1,-1]_[1,-1,0,1]",0,1,8,0.363636363636364
"[-1,0,1,-1]_[1,-1,0,1]",0,2,1,0.0454545454545455
"[-1,0,1,-1]_[1,-1,0,1]",1,2,13,0.590909090909091
"[-1,0,1,-1]_[1,-1,1,0]",0,1,7,0.538461538461538
"[-1,0,1,-1]_[1,-1,1,0]",0,2,2,0.153846153846154
"[-1,0,1,-1]_[1,-1,1,0]",1,2,4,0.307692307692308
"[-1,0,1,-1]_[1,0,-1,-1]",0,1,1,0.0909090909090909
"[-1,0,1,-1]_[1,0,-1,-1]",0,2,7,0.636363636363636
"[-1,0,1,-1]_[1,0,-1,-1]",1,2,3,0.272727272727273
"[-1,0,1,-1]_[1,0,-1,0]",0,1,1,1
"[-1,0,1,-1]_[1,0,-1,0]",0,2,0,0
"[-1,0,1,-1]_[1,0,-1,0]",1,2,0,0
"[-1,0,1,-1]_[1,0,-1,1]",0,1,10,0.454545454545455
"[-1,0,1,-1]_[1,0,-1,1]",0,2,0,0
"[-1,0,1,-1]_[1,0,-1,1]",1,2,12,0.545454545454545
"[-1,0,1,-1]_[1,0,0,-1]",0,1,1,0.0666666666666667
"[-1,0,1,-1]_[1,0,0,-1]",0,2,10,0.666666666666667
"[-1,0,1,-1]_[1,0,0,-1]",1,2,4,0.266666666666667
"[-1,0,1,-1]_[1,0,0,1]",0,1,2,1
"[-1,0,1,-1]_[1,0,0,1]",0,2,0,0
"[-1,0,1,-1]_[1,0,0,1]",1,2,0,0
"[-1,0,1,-1]_[1,0,1,-1]",0,1,1,0.333333333333333
"[-1,0,1,-1]_[1,0,1,-1]",0,2,1,0.333333333333333
"[-1,0,1,-1]_[1,0,1,-1]",1,2,1,0.333333333333333
"[-1,0,1,-1]_[1,0,1,0]",0,1,3,0.375
"[-1,0,1,-1]_[1,0,1,0]",0,2,0,0
"[-1,0,1,-1]_[1,0,1,0]",1,2,5,0.625
"[-1,0,1,-1]_[1,0,1,1]",0,1,1,0.125
"[-1,0,1,-1]_[1,0,1,1]",0,2,3,0.375
"[-1,0,1,-1]_[1,0,1,1]",1,2,4,0.5
"[-1,0,1,-1]_[1,1,-1,0]",0,1,1,0.333333333333333
"[-1,0,1,-1]_[1,1,-1,0]",0,2,0,0
"[-1,0,1,-1]_[1,1,-1,0]",1,2,2,0.666666666666667
"[-1,0,1,-1]_[1,1,0,-1]",0,1,2,0.5
"[-1,0,1,-1]_[1,1,0,-1]",0,2,2,0.5
"[-1,0,1,-1]_[1,1,0,-1]",1,2,0,0
"[-1,0,1,-1]_[1,1,0,0]",0,1,0,0
"[-1,0,1,-1]_[1,1,0,0]",0,2,0,0
"[-1,0,1,-1]_[1,1,0,0]",1,2,1,1
"[-1,0,1,-1]_[1,1,0,1]",0,1,2,0.142857142857143
"[-1,0,1,-1]_[1,1,0,1]",0,2,1,0.0714285714285714
"[-1,0,1,-1]_[1,1,0,1]",1,2,11,0.785714285714286
"[-1,0,1,-1]_[1,1,1,0]",0,1,9,0.25
"[-1,0,1,-1]_[1,1,1,0]",0,2,17,0.472222222222222
"[-1,0,1,-1]_[1,1,1,0]",1,2,10,0.277777777777778
"[-1,0,1,0]_[-1,0,1,1]",0,1,1,0.5
"[-1,0,1,0]_[-1,0,1,1]",0,2,1,0.5
"[-1,0,1,0]_[-1,0,1,1]",1,2,0,0
"[-1,0,1,0]_[-1,1,-1,0]",0,1,4,0.666666666666667
"[-1,0,1,0]_[-1,1,-1,0]",0,2,1,0.166666666666667
"[-1,0,1,0]_[-1,1,-1,0]",1,2,1,0.166666666666667
"[-1,0,1,0]_[-1,1,0,-1]",0,1,8,0.888888888888889
"[-1,0,1,0]_[-1,1,0,-1]",0,2,0,0
"[-1,0,1,0]_[-1,1,0,-1]",1,2,1,0.111111111111111
"[-1,0,1,0]_[-1,1,0,0]",0,1,2,0.25
"[-1,0,1,0]_[-1,1,0,0]",0,2,3,0.375
"[-1,0,1,0]_[-1,1,0,0]",1,2,3,0.375
"[-1,0,1,0]_[-1,1,0,1]",0,1,3,0.3
"[-1,0,1,0]_[-1,1,0,1]",0,2,2,0.2
"[-1,0,1,0]_[-1,1,0,1]",1,2,5,0.5
"[-1,0,1,0]_[-1,1,1,0]",0,1,4,0.363636363636364
"[-1,0,1,0]_[-1,1,1,0]",0,2,6,0.545454545454545
"[-1,0,1,0]_[-1,1,1,0]",1,2,1,0.0909090909090909
"[-1,0,1,0]_[0,-1,-1,-1]",0,1,7,0.466666666666667
"[-1,0,1,0]_[0,-1,-1,-1]",0,2,3,0.2
"[-1,0,1,0]_[0,-1,-1,-1]",1,2,5,0.333333333333333
"[-1,0,1,0]_[0,-1,-1,1]",0,1,7,0.411764705882353
"[-1,0,1,0]_[0,-1,-1,1]",0,2,3,0.176470588235294
"[-1,0,1,0]_[0,-1,-1,1]",1,2,7,0.411764705882353
"[-1,0,1,0]_[0,-1,0,-1]",0,1,3,0.75
"[-1,0,1,0]_[0,-1,0,-1]",0,2,1,0.25
"[-1,0,1,0]_[0,-1,0,-1]",1,2,0,0
"[-1,0,1,0]_[0,-1,0,1]",0,1,5,0.416666666666667
"[-1,0,1,0]_[0,-1,0,1]",0,2,1,0.0833333333333333
"[-1,0,1,0]_[0,-1,0,1]",1,2,6,0.5
"[-1,0,1,0]_[0,-1,1,-1]",0,1,2,0.285714285714286
"[-1,0,1,0]_[0,-1,1,-1]",0,2,2,0.285714285714286
"[-1,0,1,0]_[0,-1,1,-1]",1,2,3,0.428571428571429
"[-1,0,1,0]_[0,-1,1,1]",0,1,2,0.166666666666667
"[-1,0,1,0]_[0,-1,1,1]",0,2,6,0.5
"[-1,0,1,0]_[0,-1,1,1]",1,2,4,0.333333333333333
"[-1,0,1,0]_[0,0,1,1]",0,1,2,0.2
"[-1,0,1,0]_[0,0,1,1]",0,2,6,0.6
"[-1,0,1,0]_[0,0,1,1]",1,2,2,0.2
"[-1,0,1,0]_[0,1,-1,-1]",0,1,12,0.666666666666667
"[-1,0,1,0]_[0,1,-1,-1]",0,2,2,0.111111111111111
"[-1,0,1,0]_[0,1,-1,-1]",1,2,4,0.222222222222222
"[-1,0,1,0]_[0,1,-1,1]",0,1,1,0.333333333333333
"[-1,0,1,0]_[0,1,-1,1]",0,2,1,0.333333333333333
"[-1,0,1,0]_[0,1,-1,1]",1,2,1,0.333333333333333
"[-1,0,1,0]_[0,1,0,-1]",0,1,2,0.333333333333333
"[-1,0,1,0]_[0,1,0,-1]",0,2,1,0.166666666666667
"[-1,0,1,0]_[0,1,0,-1]",1,2,3,0.5
"[-1,0,1,0]_[0,1,1,-1]",0,1,2,0.333333333333333
"[-1,0,1,0]_[0,1,1,-1]",0,2,3,0.5
"[-1,0,1,0]_[0,1,1,-1]",1,2,1,0.166666666666667
"[-1,0,1,0]_[0,1,1,1]",0,1,1,0.111111111111111
"[-1,0,1,0]_[0,1,1,1]",0,2,3,0.333333333333333
"[-1,0,1,0]_[0,1,1,1]",1,2,5,0.555555555555556
"[-1,0,1,0]_[1,-1,-1,0]",0,1,5,0.714285714285714
"[-1,0,1,0]_[1,-1,-1,0]",0,2,0,0
"[-1,0,1,0]_[1,-1,-1,0]",1,2,2,0.285714285714286
"[-1,0,1,0]_[1,-1,0,-1]",0,1,8,0.380952380952381
"[-1,0,1,0]_[1,-1,0,-1]",0,2,4,0.19047619047619
"[-1,0,1,0]_[1,-1,0,-1]",1,2,9,0.428571428571429
"[-1,0,1,0]_[1,-1,0,0]",0,1,7,0.318181818181818
"[-1,0,1,0]_[1,-1,0,0]",0,2,6,0.272727272727273
"[-1,0,1,0]_[1,-1,0,0]",1,2,9,0.409090909090909
"[-1,0,1,0]_[1,-1,0,1]",0,1,19,0.38
"[-1,0,1,0]_[1,-1,0,1]",0,2,7,0.14
"[-1,0,1,0]_[1,-1,0,1]",1,2,24,0.48
"[-1,0,1,0]_[1,-1,1,0]",0,1,2,0.4
"[-1,0,1,0]_[1,-1,1,0]",0,2,2,0.4
"[-1,0,1,0]_[1,-1,1,0]",1,2,1,0.2
"[-1,0,1,0]_[1,0,-1,0]",0,1,2,0.4
"[-1,0,1,0]_[1,0,-1,0]",0,2,0,0
"[-1,0,1,0]_[1,0,-1,0]",1,2,3,0.6
"[-1,0,1,0]_[1,0,-1,1]",0,1,4,0.666666666666667
"[-1,0,1,0]_[1,0,-1,1]",0,2,0,0
"[-1,0,1,0]_[1,0,-1,1]",1,2,2,0.333333333333333
"[-1,0,1,0]_[1,0,0,-1]",0,1,12,0.6
"[-1,0,1,0]_[1,0,0,-1]",0,2,4,0.2
"[-1,0,1,0]_[1,0,0,-1]",1,2,4,0.2
"[-1,0,1,0]_[1,0,0,1]",0,1,4,0.307692307692308
"[-1,0,1,0]_[1,0,0,1]",0,2,3,0.230769230769231
"[-1,0,1,0]_[1,0,0,1]",1,2,6,0.461538461538462
"[-1,0,1,0]_[1,0,1,-1]",0,1,2,0.666666666666667
"[-1,0,1,0]_[1,0,1,-1]",0,2,0,0
"[-1,0,1,0]_[1,0,1,-1]",1,2,1,0.333333333333333
"[-1,0,1,0]_[1,0,1,0]",0,1,7,0.189189189189189
"[-1,0,1,0]_[1,0,1,0]",0,2,19,0.513513513513513
"[-1,0,1,0]_[1,0,1,0]",1,2,11,0.297297297297297
"[-1,0,1,0]_[1,0,1,1]",0,1,2,0.166666666666667
"[-1,0,1,0]_[1,0,1,1]",0,2,7,0.583333333333333
"[-1,0,1,0]_[1,0,1,1]",1,2,3,0.25
"[-1,0,1,0]_[1,1,-1,0]",0,1,7,0.411764705882353
"[-1,0,1,0]_[1,1,-1,0]",0,2,3,0.176470588235294
"[-1,0,1,0]_[1,1,-1,0]",1,2,7,0.411764705882353
"[-1,0,1,0]_[1,1,0,-1]",0,1,11,0.523809523809524
"[-1,0,1,0]_[1,1,0,-1]",0,2,5,0.238095238095238
"[-1,0,1,0]_[1,1,0,-1]",1,2,5,0.238095238095238
"[-1,0,1,0]_[1,1,0,0]",0,1,7,0.583333333333333
"[-1,0,1,0]_[1,1,0,0]",0,2,1,0.0833333333333333
"[-1,0,1,0]_[1,1,0,0]",1,2,4,0.333333333333333
"[-1,0,1,0]_[1,1,0,1]",0,1,5,0.217391304347826
"[-1,0,1,0]_[1,1,0,1]",0,2,5,0.217391304347826
"[-1,0,1,0]_[1,1,0,1]",1,2,13,0.565217391304348
"[-1,0,1,0]_[1,1,1,0]",0,1,16,0.285714285714286
"[-1,0,1,0]_[1,1,1,0]",0,2,21,0.375
"[-1,0,1,0]_[1,1,1,0]",1,2,19,0.339285714285714
"[-1,0,1,1]_[-1,1,-1,0]",0,1,6,0.666666666666667
"[-1,0,1,1]_[-1,1,-1,0]",0,2,0,0
"[-1,0,1,1]_[-1,1,-1,0]",1,2,3,0.333333333333333
"[-1,0,1,1]_[-1,1,0,-1]",0,1,4,0.571428571428571
"[-1,0,1,1]_[-1,1,0,-1]",0,2,2,0.285714285714286
"[-1,0,1,1]_[-1,1,0,-1]",1,2,1,0.142857142857143
"[-1,0,1,1]_[-1,1,0,0]",0,1,15,0.555555555555556
"[-1,0,1,1]_[-1,1,0,0]",0,2,7,0.259259259259259
"[-1,0,1,1]_[-1,1,0,0]",1,2,5,0.185185185185185
"[-1,0,1,1]_[-1,1,0,1]",0,1,5,0.208333333333333
"[-1,0,1,1]_[-1,1,0,1]",0,2,4,0.166666666666667
"[-1,0,1,1]_[-1,1,0,1]",1,2,15,0.625
"[-1,0,1,1]_[-1,1,1,0]",0,1,6,0.6
"[-1,0,1,1]_[-1,1,1,0]",0,2,3,0.3
"[-1,0,1,1]_[-1,1,1,0]",1,2,1,0.1
"[-1,0,1,1]_[0,-1,-1,-1]",0,1,32,0.695652173913043
"[-1,0,1,1]_[0,-1,-1,-1]",0,2,1,0.0217391304347826
"[-1,0,1,1]_[0,-1,-1,-1]",1,2,13,0.282608695652174
"[-1,0,1,1]_[0,-1,-1,1]",0,1,8,0.666666666666667
"[-1,0,1,1]_[0,-1,-1,1]",0,2,2,0.166666666666667
"[-1,0,1,1]_[0,-1,-1,1]",1,2,2,0.166666666666667
"[-1,0,1,1]_[0,-1,0,-1]",0,1,3,0.5
"[-1,0,1,1]_[0,-1,0,-1]",0,2,2,0.333333333333333
"[-1,0,1,1]_[0,-1,0,-1]",1,2,1,0.166666666666667
"[-1,0,1,1]_[0,-1,0,1]",0,1,0,0
"[-1,0,1,1]_[0,-1,0,1]",0,2,3,0.375
"[-1,0,1,1]_[0,-1,0,1]",1,2,5,0.625
"[-1,0,1,1]_[0,-1,1,-1]",0,1,15,0.517241379310345
"[-1,0,1,1]_[0,-1,1,-1]",0,2,6,0.206896551724138
"[-1,0,1,1]_[0,-1,1,-1]",1,2,8,0.275862068965517
"[-1,0,1,1]_[0,-1,1,1]",0,1,4,0.181818181818182
"[-1,0,1,1]_[0,-1,1,1]",0,2,16,0.727272727272727
"[-1,0,1,1]_[0,-1,1,1]",1,2,2,0.0909090909090909
"[-1,0,1,1]_[0,0,1,1]",0,1,0,0
"[-1,0,1,1]_[0,0,1,1]",0,2,6,0.857142857142857
"[-1,0,1,1]_[0,0,1,1]",1,2,1,0.142857142857143
"[-1,0,1,1]_[0,1,-1,-1]",0,1,14,0.5
"[-1,0,1,1]_[0,1,-1,-1]",0,2,4,0.142857142857143
"[-1,0,1,1]_[0,1,-1,-1]",1,2,10,0.357142857142857
"[-1,0,1,1]_[0,1,-1,1]",0,1,6,0.666666666666667
"[-1,0,1,1]_[0,1,-1,1]",0,2,1,0.111111111111111
"[-1,0,1,1]_[0,1,-1,1]",1,2,2,0.222222222222222
"[-1,0,1,1]_[0,1,0,-1]",0,1,19,0.513513513513513
"[-1,0,1,1]_[0,1,0,-1]",0,2,6,0.162162162162162
"[-1,0,1,1]_[0,1,0,-1]",1,2,12,0.324324324324324
"[-1,0,1,1]_[0,1,1,-1]",0,1,10,0.4
"[-1,0,1,1]_[0,1,1,-1]",0,2,9,0.36
"[-1,0,1,1]_[0,1,1,-1]",1,2,6,0.24
"[-1,0,1,1]_[0,1,1,1]",0,1,0,0
"[-1,0,1,1]_[0,1,1,1]",0,2,0,0
"[-1,0,1,1]_[0,1,1,1]",1,2,1,1
"[-1,0,1,1]_[1,-1,-1,0]",0,1,0,0
"[-1,0,1,1]_[1,-1,-1,0]",0,2,0,0
"[-1,0,1,1]_[1,-1,-1,0]",1,2,1,1
"[-1,0,1,1]_[1,-1,0,-1]",0,1,6,0.3
"[-1,0,1,1]_[1,-1,0,-1]",0,2,0,0
"[-1,0,1,1]_[1,-1,0,-1]",1,2,14,0.7
