"efforts_tuples","selected0","selected1","count","count_normalized","selected_motions"
"[-1,-1,-1,0]_[-1,0,1,-1]",1,2,3,0.3,"1_2"
"[-1,-1,-1,0]_[-1,0,1,0]",0,1,3,0.3,"0_1"
"[-1,-1,-1,0]_[-1,0,1,0]",0,2,0,0,"0_2"
"[-1,-1,-1,0]_[-1,0,1,0]",1,2,7,0.7,"1_2"
"[-1,-1,-1,0]_[-1,0,1,1]",0,1,7,0.538461538461538,"0_1"
"[-1,-1,-1,0]_[-1,0,1,1]",0,2,2,0.153846153846154,"0_2"
"[-1,-1,-1,0]_[-1,0,1,1]",1,2,4,0.307692307692308,"1_2"
"[-1,-1,-1,0]_[-1,1,-1,0]",0,1,3,0.272727272727273,"0_1"
"[-1,-1,-1,0]_[-1,1,-1,0]",0,2,7,0.636363636363636,"0_2"
"[-1,-1,-1,0]_[-1,1,-1,0]",1,2,1,0.0909090909090909,"1_2"
"[-1,-1,-1,0]_[-1,1,0,-1]",0,1,9,0.818181818181818,"0_1"
"[-1,-1,-1,0]_[-1,1,0,-1]",0,2,1,0.0909090909090909,"0_2"
"[-1,-1,-1,0]_[-1,1,0,-1]",1,2,1,0.0909090909090909,"1_2"
"[-1,-1,-1,0]_[-1,1,0,0]",0,1,4,0.4,"0_1"
"[-1,-1,-1,0]_[-1,1,0,0]",0,2,0,0,"0_2"
"[-1,-1,-1,0]_[-1,1,0,0]",1,2,6,0.6,"1_2"
"[-1,-1,-1,0]_[-1,1,0,1]",0,1,2,0.153846153846154,"0_1"
"[-1,-1,-1,0]_[-1,1,0,1]",0,2,0,0,"0_2"
"[-1,-1,-1,0]_[-1,1,0,1]",1,2,11,0.846153846153846,"1_2"
"[-1,-1,-1,0]_[-1,1,1,0]",0,1,6,0.6,"0_1"
"[-1,-1,-1,0]_[-1,1,1,0]",0,2,2,0.2,"0_2"
"[-1,-1,-1,0]_[-1,1,1,0]",1,2,2,0.2,"1_2"
"[-1,-1,-1,0]_[0,-1,-1,-1]",0,1,5,0.384615384615385,"0_1"
"[-1,-1,-1,0]_[0,-1,-1,-1]",0,2,4,0.307692307692308,"0_2"
"[-1,-1,-1,0]_[0,-1,-1,-1]",1,2,4,0.307692307692308,"1_2"
"[-1,-1,-1,0]_[0,-1,-1,0]",0,1,2,0.166666666666667,"0_1"
"[-1,-1,-1,0]_[0,-1,-1,0]",0,2,7,0.583333333333333,"0_2"
"[-1,-1,-1,0]_[0,-1,-1,0]",1,2,3,0.25,"1_2"
"[-1,-1,-1,0]_[0,-1,-1,1]",0,1,3,0.3,"0_1"
"[-1,-1,-1,0]_[0,-1,-1,1]",0,2,6,0.6,"0_2"
"[-1,-1,-1,0]_[0,-1,-1,1]",1,2,1,0.1,"1_2"
"[-1,-1,-1,0]_[0,-1,0,-1]",0,1,5,0.5,"0_1"
"[-1,-1,-1,0]_[0,-1,0,-1]",0,2,0,0,"0_2"
"[-1,-1,-1,0]_[0,-1,0,-1]",1,2,5,0.5,"1_2"
"[-1,-1,-1,0]_[0,-1,0,1]",0,1,5,0.333333333333333,"0_1"
"[-1,-1,-1,0]_[0,-1,0,1]",0,2,2,0.133333333333333,"0_2"
"[-1,-1,-1,0]_[0,-1,0,1]",1,2,8,0.533333333333333,"1_2"
"[-1,-1,-1,0]_[0,-1,1,-1]",0,1,8,0.8,"0_1"
"[-1,-1,-1,0]_[0,-1,1,-1]",0,2,1,0.1,"0_2"
"[-1,-1,-1,0]_[0,-1,1,-1]",1,2,1,0.1,"1_2"
"[-1,-1,-1,0]_[0,-1,1,0]",0,1,5,0.5,"0_1"
"[-1,-1,-1,0]_[0,-1,1,0]",0,2,0,0,"0_2"
"[-1,-1,-1,0]_[0,-1,1,0]",1,2,5,0.5,"1_2"
"[-1,-1,-1,0]_[0,-1,1,1]",0,1,4,0.4,"0_1"
"[-1,-1,-1,0]_[0,-1,1,1]",0,2,0,0,"0_2"
"[-1,-1,-1,0]_[0,-1,1,1]",1,2,6,0.6,"1_2"
"[-1,-1,-1,0]_[0,0,-1,-1]",0,1,7,0.7,"0_1"
"[-1,-1,-1,0]_[0,0,-1,-1]",0,2,2,0.2,"0_2"
"[-1,-1,-1,0]_[0,0,-1,-1]",1,2,1,0.1,"1_2"
"[-1,-1,-1,0]_[0,0,-1,1]",0,1,0,0,"0_1"
"[-1,-1,-1,0]_[0,0,-1,1]",0,2,12,0.923076923076923,"0_2"
"[-1,-1,-1,0]_[0,0,-1,1]",1,2,1,0.0769230769230769,"1_2"
"[-1,-1,-1,0]_[0,0,1,-1]",0,1,8,0.727272727272727,"0_1"
"[-1,-1,-1,0]_[0,0,1,-1]",0,2,0,0,"0_2"
"[-1,-1,-1,0]_[0,0,1,-1]",1,2,3,0.272727272727273,"1_2"
"[-1,-1,-1,0]_[0,0,1,1]",0,1,3,0.3,"0_1"
"[-1,-1,-1,0]_[0,0,1,1]",0,2,5,0.5,"0_2"
"[-1,-1,-1,0]_[0,0,1,1]",1,2,2,0.2,"1_2"
"[-1,-1,-1,0]_[0,1,-1,-1]",0,1,7,0.7,"0_1"
"[-1,-1,-1,0]_[0,1,-1,-1]",0,2,3,0.3,"0_2"
"[-1,-1,-1,0]_[0,1,-1,-1]",1,2,0,0,"1_2"
"[-1,-1,-1,0]_[0,1,-1,0]",0,1,4,0.307692307692308,"0_1"
"[-1,-1,-1,0]_[0,1,-1,0]",0,2,4,0.307692307692308,"0_2"
