"efforts_tuples","selected0","selected1","count","count_normalized","selected_motions"
"[-1,0,-1,-1]_[1,1,0,-1]",1,2,2,0.181818181818182,"1_2"
"[-1,0,-1,-1]_[1,1,0,0]",0,1,2,0.2,"0_1"
"[-1,0,-1,-1]_[1,1,0,0]",0,2,1,0.1,"0_2"
"[-1,0,-1,-1]_[1,1,0,0]",1,2,7,0.7,"1_2"
"[-1,0,-1,-1]_[1,1,0,1]",0,1,3,0.230769230769231,"0_1"
"[-1,0,-1,-1]_[1,1,0,1]",0,2,0,0,"0_2"
"[-1,0,-1,-1]_[1,1,0,1]",1,2,10,0.769230769230769,"1_2"
"[-1,0,-1,-1]_[1,1,1,0]",0,1,5,0.416666666666667,"0_1"
"[-1,0,-1,-1]_[1,1,1,0]",0,2,2,0.166666666666667,"0_2"
"[-1,0,-1,-1]_[1,1,1,0]",1,2,5,0.416666666666667,"1_2"
"[-1,0,-1,0]_[-1,0,-1,1]",0,1,2,0.2,"0_1"
"[-1,0,-1,0]_[-1,0,-1,1]",0,2,5,0.5,"0_2"
"[-1,0,-1,0]_[-1,0,-1,1]",1,2,3,0.3,"1_2"
"[-1,0,-1,0]_[-1,0,0,-1]",0,1,5,0.454545454545455,"0_1"
"[-1,0,-1,0]_[-1,0,0,-1]",0,2,1,0.0909090909090909,"0_2"
"[-1,0,-1,0]_[-1,0,0,-1]",1,2,5,0.454545454545455,"1_2"
"[-1,0,-1,0]_[-1,0,0,1]",0,1,3,0.3,"0_1"
"[-1,0,-1,0]_[-1,0,0,1]",0,2,2,0.2,"0_2"
"[-1,0,-1,0]_[-1,0,0,1]",1,2,5,0.5,"1_2"
"[-1,0,-1,0]_[-1,0,1,-1]",0,1,10,0.588235294117647,"0_1"
"[-1,0,-1,0]_[-1,0,1,-1]",0,2,3,0.176470588235294,"0_2"
"[-1,0,-1,0]_[-1,0,1,-1]",1,2,4,0.235294117647059,"1_2"
"[-1,0,-1,0]_[-1,0,1,0]",0,1,5,0.5,"0_1"
"[-1,0,-1,0]_[-1,0,1,0]",0,2,1,0.1,"0_2"
"[-1,0,-1,0]_[-1,0,1,0]",1,2,4,0.4,"1_2"
"[-1,0,-1,0]_[-1,0,1,1]",0,1,9,0.818181818181818,"0_1"
"[-1,0,-1,0]_[-1,0,1,1]",0,2,0,0,"0_2"
"[-1,0,-1,0]_[-1,0,1,1]",1,2,2,0.181818181818182,"1_2"
"[-1,0,-1,0]_[-1,1,-1,0]",0,1,4,0.363636363636364,"0_1"
"[-1,0,-1,0]_[-1,1,-1,0]",0,2,7,0.636363636363636,"0_2"
"[-1,0,-1,0]_[-1,1,-1,0]",1,2,0,0,"1_2"
"[-1,0,-1,0]_[-1,1,0,-1]",0,1,8,0.727272727272727,"0_1"
"[-1,0,-1,0]_[-1,1,0,-1]",0,2,0,0,"0_2"
"[-1,0,-1,0]_[-1,1,0,-1]",1,2,3,0.272727272727273,"1_2"
"[-1,0,-1,0]_[-1,1,0,0]",0,1,6,0.461538461538462,"0_1"
"[-1,0,-1,0]_[-1,1,0,0]",0,2,3,0.230769230769231,"0_2"
"[-1,0,-1,0]_[-1,1,0,0]",1,2,4,0.307692307692308,"1_2"
"[-1,0,-1,0]_[-1,1,0,1]",0,1,3,0.230769230769231,"0_1"
"[-1,0,-1,0]_[-1,1,0,1]",0,2,2,0.153846153846154,"0_2"
"[-1,0,-1,0]_[-1,1,0,1]",1,2,8,0.615384615384615,"1_2"
"[-1,0,-1,0]_[-1,1,1,0]",0,1,5,0.5,"0_1"
"[-1,0,-1,0]_[-1,1,1,0]",0,2,2,0.2,"0_2"
"[-1,0,-1,0]_[-1,1,1,0]",1,2,3,0.3,"1_2"
"[-1,0,-1,0]_[0,-1,-1,-1]",0,1,2,0.181818181818182,"0_1"
"[-1,0,-1,0]_[0,-1,-1,-1]",0,2,8,0.727272727272727,"0_2"
"[-1,0,-1,0]_[0,-1,-1,-1]",1,2,1,0.0909090909090909,"1_2"
"[-1,0,-1,0]_[0,-1,-1,0]",0,1,8,0.8,"0_1"
"[-1,0,-1,0]_[0,-1,-1,0]",0,2,2,0.2,"0_2"
"[-1,0,-1,0]_[0,-1,-1,0]",1,2,0,0,"1_2"
"[-1,0,-1,0]_[0,-1,-1,1]",0,1,2,0.2,"0_1"
"[-1,0,-1,0]_[0,-1,-1,1]",0,2,7,0.7,"0_2"
"[-1,0,-1,0]_[0,-1,-1,1]",1,2,1,0.1,"1_2"
"[-1,0,-1,0]_[0,-1,0,-1]",0,1,7,0.583333333333333,"0_1"
"[-1,0,-1,0]_[0,-1,0,-1]",0,2,1,0.0833333333333333,"0_2"
"[-1,0,-1,0]_[0,-1,0,-1]",1,2,4,0.333333333333333,"1_2"
"[-1,0,-1,0]_[0,-1,0,1]",0,1,5,0.357142857142857,"0_1"
"[-1,0,-1,0]_[0,-1,0,1]",0,2,0,0,"0_2"
"[-1,0,-1,0]_[0,-1,0,1]",1,2,9,0.642857142857143,"1_2"
"[-1,0,-1,0]_[0,-1,1,-1]",0,1,10,1,"0_1"
"[-1,0,-1,0]_[0,-1,1,-1]",0,2,0,0,"0_2"
"[-1,0,-1,0]_[0,-1,1,-1]",1,2,0,0,"1_2"
"[-1,0,-1,0]_[0,-1,1,0]",0,1,5,0.454545454545455,"0_1"
"[-1,0,-1,0]_[0,-1,1,0]",0,2,3,0.272727272727273,"0_2"
"[-1,0,-1,0]_[0,-1,1,0]",1,2,3,0.272727272727273,"1_2"
"[-1,0,-1,0]_[0,-1,1,1]",0,1,6,0.5,"0_1"
"[-1,0,-1,0]_[0,-1,1,1]",0,2,1,0.0833333333333333,"0_2"
"[-1,0,-1,0]_[0,-1,1,1]",1,2,5,0.416666666666667,"1_2"
"[-1,0,-1,0]_[0,0,-1,-1]",0,1,4,0.4,"0_1"
"[-1,0,-1,0]_[0,0,-1,-1]",0,2,5,0.5,"0_2"
"[-1,0,-1,0]_[0,0,-1,-1]",1,2,1,0.1,"1_2"
"[-1,0,-1,0]_[0,0,-1,1]",0,1,6,0.6,"0_1"
"[-1,0,-1,0]_[0,0,-1,1]",0,2,4,0.4,"0_2"
"[-1,0,-1,0]_[0,0,-1,1]",1,2,0,0,"1_2"
"[-1,0,-1,0]_[0,0,1,-1]",0,1,7,0.7,"0_1"
"[-1,0,-1,0]_[0,0,1,-1]",0,2,0,0,"0_2"
"[-1,0,-1,0]_[0,0,1,-1]",1,2,3,0.3,"1_2"
"[-1,0,-1,0]_[0,0,1,1]",0,1,8,0.666666666666667,"0_1"
"[-1,0,-1,0]_[0,0,1,1]",0,2,0,0,"0_2"
"[-1,0,-1,0]_[0,0,1,1]",1,2,4,0.333333333333333,"1_2"
"[-1,0,-1,0]_[0,1,-1,-1]",0,1,6,0.6,"0_1"
"[-1,0,-1,0]_[0,1,-1,-1]",0,2,2,0.2,"0_2"
"[-1,0,-1,0]_[0,1,-1,-1]",1,2,2,0.2,"1_2"
"[-1,0,-1,0]_[0,1,-1,0]",0,1,4,0.363636363636364,"0_1"
"[-1,0,-1,0]_[0,1,-1,0]",0,2,4,0.363636363636364,"0_2"
"[-1,0,-1,0]_[0,1,-1,0]",1,2,3,0.272727272727273,"1_2"
"[-1,0,-1,0]_[0,1,-1,1]",0,1,7,0.583333333333333,"0_1"
"[-1,0,-1,0]_[0,1,-1,1]",0,2,3,0.25,"0_2"
"[-1,0,-1,0]_[0,1,-1,1]",1,2,2,0.166666666666667,"1_2"
"[-1,0,-1,0]_[0,1,0,-1]",0,1,10,0.909090909090909,"0_1"
"[-1,0,-1,0]_[0,1,0,-1]",0,2,0,0,"0_2"
"[-1,0,-1,0]_[0,1,0,-1]",1,2,1,0.0909090909090909,"1_2"
"[-1,0,-1,0]_[0,1,0,1]",0,1,4,0.25,"0_1"
"[-1,0,-1,0]_[0,1,0,1]",0,2,1,0.0625,"0_2"
"[-1,0,-1,0]_[0,1,0,1]",1,2,11,0.6875,"1_2"
"[-1,0,-1,0]_[0,1,1,-1]",0,1,9,0.9,"0_1"
"[-1,0,-1,0]_[0,1,1,-1]",0,2,0,0,"0_2"
"[-1,0,-1,0]_[0,1,1,-1]",1,2,1,0.1,"1_2"
"[-1,0,-1,0]_[0,1,1,0]",0,1,5,0.5,"0_1"
"[-1,0,-1,0]_[0,1,1,0]",0,2,1,0.1,"0_2"
"[-1,0,-1,0]_[0,1,1,0]",1,2,4,0.4,"1_2"
"[-1,0,-1,0]_[0,1,1,1]",0,1,9,0.9,"0_1"
"[-1,0,-1,0]_[0,1,1,1]",0,2,0,0,"0_2"
"[-1,0,-1,0]_[0,1,1,1]",1,2,1,0.1,"1_2"
"[-1,0,-1,0]_[1,-1,-1,0]",0,1,3,0.272727272727273,"0_1"
"[-1,0,-1,0]_[1,-1,-1,0]",0,2,7,0.636363636363636,"0_2"
"[-1,0,-1,0]_[1,-1,-1,0]",1,2,1,0.0909090909090909,"1_2"
"[-1,0,-1,0]_[1,-1,0,-1]",0,1,5,0.454545454545455,"0_1"
"[-1,0,-1,0]_[1,-1,0,-1]",0,2,0,0,"0_2"
"[-1,0,-1,0]_[1,-1,0,-1]",1,2,6,0.545454545454545,"1_2"
"[-1,0,-1,0]_[1,-1,0,0]",0,1,5,0.454545454545455,"0_1"
"[-1,0,-1,0]_[1,-1,0,0]",0,2,1,0.0909090909090909,"0_2"
"[-1,0,-1,0]_[1,-1,0,0]",1,2,5,0.454545454545455,"1_2"
"[-1,0,-1,0]_[1,-1,0,1]",0,1,3,0.3,"0_1"
"[-1,0,-1,0]_[1,-1,0,1]",0,2,2,0.2,"0_2"
"[-1,0,-1,0]_[1,-1,0,1]",1,2,5,0.5,"1_2"
"[-1,0,-1,0]_[1,-1,1,0]",0,1,8,0.615384615384615,"0_1"
"[-1,0,-1,0]_[1,-1,1,0]",0,2,0,0,"0_2"
"[-1,0,-1,0]_[1,-1,1,0]",1,2,5,0.384615384615385,"1_2"
"[-1,0,-1,0]_[1,0,-1,-1]",0,1,4,0.4,"0_1"
"[-1,0,-1,0]_[1,0,-1,-1]",0,2,6,0.6,"0_2"
"[-1,0,-1,0]_[1,0,-1,-1]",1,2,0,0,"1_2"
"[-1,0,-1,0]_[1,0,-1,0]",0,1,2,0.142857142857143,"0_1"
"[-1,0,-1,0]_[1,0,-1,0]",0,2,7,0.5,"0_2"
"[-1,0,-1,0]_[1,0,-1,0]",1,2,5,0.357142857142857,"1_2"
"[-1,0,-1,0]_[1,0,-1,1]",0,1,8,0.615384615384615,"0_1"
"[-1,0,-1,0]_[1,0,-1,1]",0,2,4,0.307692307692308,"0_2"
"[-1,0,-1,0]_[1,0,-1,1]",1,2,1,0.0769230769230769,"1_2"
"[-1,0,-1,0]_[1,0,0,-1]",0,1,4,0.363636363636364,"0_1"
"[-1,0,-1,0]_[1,0,0,-1]",0,2,3,0.272727272727273,"0_2"
"[-1,0,-1,0]_[1,0,0,-1]",1,2,4,0.363636363636364,"1_2"
"[-1,0,-1,0]_[1,0,0,1]",0,1,3,0.272727272727273,"0_1"
"[-1,0,-1,0]_[1,0,0,1]",0,2,2,0.181818181818182,"0_2"
"[-1,0,-1,0]_[1,0,0,1]",1,2,6,0.545454545454545,"1_2"
"[-1,0,-1,0]_[1,0,1,-1]",0,1,5,0.5,"0_1"
"[-1,0,-1,0]_[1,0,1,-1]",0,2,2,0.2,"0_2"
"[-1,0,-1,0]_[1,0,1,-1]",1,2,3,0.3,"1_2"
"[-1,0,-1,0]_[1,0,1,0]",0,1,6,0.545454545454545,"0_1"
"[-1,0,-1,0]_[1,0,1,0]",0,2,1,0.0909090909090909,"0_2"
"[-1,0,-1,0]_[1,0,1,0]",1,2,4,0.363636363636364,"1_2"
"[-1,0,-1,0]_[1,0,1,1]",0,1,5,0.5,"0_1"
"[-1,0,-1,0]_[1,0,1,1]",0,2,2,0.2,"0_2"
"[-1,0,-1,0]_[1,0,1,1]",1,2,3,0.3,"1_2"
"[-1,0,-1,0]_[1,1,-1,0]",0,1,7,0.538461538461538,"0_1"
"[-1,0,-1,0]_[1,1,-1,0]",0,2,5,0.384615384615385,"0_2"
"[-1,0,-1,0]_[1,1,-1,0]",1,2,1,0.0769230769230769,"1_2"
"[-1,0,-1,0]_[1,1,0,-1]",0,1,10,0.909090909090909,"0_1"
"[-1,0,-1,0]_[1,1,0,-1]",0,2,0,0,"0_2"
"[-1,0,-1,0]_[1,1,0,-1]",1,2,1,0.0909090909090909,"1_2"
"[-1,0,-1,0]_[1,1,0,0]",0,1,4,0.4,"0_1"
"[-1,0,-1,0]_[1,1,0,0]",0,2,1,0.1,"0_2"
"[-1,0,-1,0]_[1,1,0,0]",1,2,5,0.5,"1_2"
"[-1,0,-1,0]_[1,1,0,1]",0,1,2,0.181818181818182,"0_1"
"[-1,0,-1,0]_[1,1,0,1]",0,2,0,0,"0_2"
"[-1,0,-1,0]_[1,1,0,1]",1,2,9,0.818181818181818,"1_2"
"[-1,0,-1,0]_[1,1,1,0]",0,1,6,0.545454545454545,"0_1"
"[-1,0,-1,0]_[1,1,1,0]",0,2,1,0.0909090909090909,"0_2"
"[-1,0,-1,0]_[1,1,1,0]",1,2,4,0.363636363636364,"1_2"
"[-1,0,-1,1]_[-1,0,0,-1]",0,1,9,0.9,"0_1"
"[-1,0,-1,1]_[-1,0,0,-1]",0,2,0,0,"0_2"
"[-1,0,-1,1]_[-1,0,0,-1]",1,2,1,0.1,"1_2"
"[-1,0,-1,1]_[-1,0,0,1]",0,1,1,0.0909090909090909,"0_1"
"[-1,0,-1,1]_[-1,0,0,1]",0,2,3,0.272727272727273,"0_2"
"[-1,0,-1,1]_[-1,0,0,1]",1,2,7,0.636363636363636,"1_2"
"[-1,0,-1,1]_[-1,0,1,-1]",0,1,8,0.8,"0_1"
"[-1,0,-1,1]_[-1,0,1,-1]",0,2,0,0,"0_2"
"[-1,0,-1,1]_[-1,0,1,-1]",1,2,2,0.2,"1_2"
"[-1,0,-1,1]_[-1,0,1,0]",0,1,1,0.1,"0_1"
"[-1,0,-1,1]_[-1,0,1,0]",0,2,1,0.1,"0_2"
"[-1,0,-1,1]_[-1,0,1,0]",1,2,8,0.8,"1_2"
"[-1,0,-1,1]_[-1,0,1,1]",0,1,7,0.466666666666667,"0_1"
"[-1,0,-1,1]_[-1,0,1,1]",0,2,4,0.266666666666667,"0_2"
"[-1,0,-1,1]_[-1,0,1,1]",1,2,4,0.266666666666667,"1_2"
"[-1,0,-1,1]_[-1,1,-1,0]",0,1,5,0.454545454545455,"0_1"
"[-1,0,-1,1]_[-1,1,-1,0]",0,2,3,0.272727272727273,"0_2"
"[-1,0,-1,1]_[-1,1,-1,0]",1,2,3,0.272727272727273,"1_2"
"[-1,0,-1,1]_[-1,1,0,-1]",0,1,7,0.7,"0_1"
"[-1,0,-1,1]_[-1,1,0,-1]",0,2,0,0,"0_2"
"[-1,0,-1,1]_[-1,1,0,-1]",1,2,3,0.3,"1_2"
"[-1,0,-1,1]_[-1,1,0,0]",0,1,5,0.384615384615385,"0_1"
"[-1,0,-1,1]_[-1,1,0,0]",0,2,0,0,"0_2"
"[-1,0,-1,1]_[-1,1,0,0]",1,2,8,0.615384615384615,"1_2"
"[-1,0,-1,1]_[-1,1,0,1]",0,1,1,0.0909090909090909,"0_1"
"[-1,0,-1,1]_[-1,1,0,1]",0,2,2,0.181818181818182,"0_2"
"[-1,0,-1,1]_[-1,1,0,1]",1,2,8,0.727272727272727,"1_2"
"[-1,0,-1,1]_[-1,1,1,0]",0,1,9,0.75,"0_1"
"[-1,0,-1,1]_[-1,1,1,0]",0,2,1,0.0833333333333333,"0_2"
"[-1,0,-1,1]_[-1,1,1,0]",1,2,2,0.166666666666667,"1_2"
"[-1,0,-1,1]_[0,-1,-1,-1]",0,1,5,0.5,"0_1"
"[-1,0,-1,1]_[0,-1,-1,-1]",0,2,2,0.2,"0_2"
"[-1,0,-1,1]_[0,-1,-1,-1]",1,2,3,0.3,"1_2"
"[-1,0,-1,1]_[0,-1,-1,0]",0,1,1,0.1,"0_1"
"[-1,0,-1,1]_[0,-1,-1,0]",0,2,3,0.3,"0_2"
"[-1,0,-1,1]_[0,-1,-1,0]",1,2,6,0.6,"1_2"
"[-1,0,-1,1]_[0,-1,-1,1]",0,1,2,0.181818181818182,"0_1"
"[-1,0,-1,1]_[0,-1,-1,1]",0,2,5,0.454545454545455,"0_2"
"[-1,0,-1,1]_[0,-1,-1,1]",1,2,4,0.363636363636364,"1_2"
"[-1,0,-1,1]_[0,-1,0,-1]",0,1,6,0.545454545454545,"0_1"
"[-1,0,-1,1]_[0,-1,0,-1]",0,2,1,0.0909090909090909,"0_2"
"[-1,0,-1,1]_[0,-1,0,-1]",1,2,4,0.363636363636364,"1_2"
"[-1,0,-1,1]_[0,-1,0,1]",0,1,1,0.0769230769230769,"0_1"
"[-1,0,-1,1]_[0,-1,0,1]",0,2,2,0.153846153846154,"0_2"
"[-1,0,-1,1]_[0,-1,0,1]",1,2,10,0.769230769230769,"1_2"
"[-1,0,-1,1]_[0,-1,1,-1]",0,1,6,0.6,"0_1"
"[-1,0,-1,1]_[0,-1,1,-1]",0,2,1,0.1,"0_2"
"[-1,0,-1,1]_[0,-1,1,-1]",1,2,3,0.3,"1_2"
"[-1,0,-1,1]_[0,-1,1,0]",0,1,5,0.5,"0_1"
"[-1,0,-1,1]_[0,-1,1,0]",0,2,1,0.1,"0_2"
"[-1,0,-1,1]_[0,-1,1,0]",1,2,4,0.4,"1_2"
"[-1,0,-1,1]_[0,-1,1,1]",0,1,4,0.4,"0_1"
"[-1,0,-1,1]_[0,-1,1,1]",0,2,5,0.5,"0_2"
"[-1,0,-1,1]_[0,-1,1,1]",1,2,1,0.1,"1_2"
"[-1,0,-1,1]_[0,0,-1,-1]",0,1,6,0.461538461538462,"0_1"
"[-1,0,-1,1]_[0,0,-1,-1]",0,2,1,0.0769230769230769,"0_2"
"[-1,0,-1,1]_[0,0,-1,-1]",1,2,6,0.461538461538462,"1_2"
"[-1,0,-1,1]_[0,0,-1,1]",0,1,1,0.0909090909090909,"0_1"
"[-1,0,-1,1]_[0,0,-1,1]",0,2,10,0.909090909090909,"0_2"
"[-1,0,-1,1]_[0,0,-1,1]",1,2,0,0,"1_2"
"[-1,0,-1,1]_[0,0,1,-1]",0,1,4,0.4,"0_1"
"[-1,0,-1,1]_[0,0,1,-1]",0,2,0,0,"0_2"
"[-1,0,-1,1]_[0,0,1,-1]",1,2,6,0.6,"1_2"
"[-1,0,-1,1]_[0,0,1,1]",0,1,3,0.3,"0_1"
"[-1,0,-1,1]_[0,0,1,1]",0,2,4,0.4,"0_2"
"[-1,0,-1,1]_[0,0,1,1]",1,2,3,0.3,"1_2"
"[-1,0,-1,1]_[0,1,-1,-1]",0,1,8,0.8,"0_1"
"[-1,0,-1,1]_[0,1,-1,-1]",0,2,1,0.1,"0_2"
"[-1,0,-1,1]_[0,1,-1,-1]",1,2,1,0.1,"1_2"
"[-1,0,-1,1]_[0,1,-1,0]",0,1,4,0.4,"0_1"
"[-1,0,-1,1]_[0,1,-1,0]",0,2,4,0.4,"0_2"
"[-1,0,-1,1]_[0,1,-1,0]",1,2,2,0.2,"1_2"
"[-1,0,-1,1]_[0,1,-1,1]",0,1,1,0.0909090909090909,"0_1"
"[-1,0,-1,1]_[0,1,-1,1]",0,2,9,0.818181818181818,"0_2"
"[-1,0,-1,1]_[0,1,-1,1]",1,2,1,0.0909090909090909,"1_2"
"[-1,0,-1,1]_[0,1,0,-1]",0,1,8,0.615384615384615,"0_1"
"[-1,0,-1,1]_[0,1,0,-1]",0,2,1,0.0769230769230769,"0_2"
"[-1,0,-1,1]_[0,1,0,-1]",1,2,4,0.307692307692308,"1_2"
"[-1,0,-1,1]_[0,1,0,1]",0,1,1,0.0909090909090909,"0_1"
"[-1,0,-1,1]_[0,1,0,1]",0,2,2,0.181818181818182,"0_2"
"[-1,0,-1,1]_[0,1,0,1]",1,2,8,0.727272727272727,"1_2"
"[-1,0,-1,1]_[0,1,1,-1]",0,1,10,0.909090909090909,"0_1"
"[-1,0,-1,1]_[0,1,1,-1]",0,2,0,0,"0_2"
"[-1,0,-1,1]_[0,1,1,-1]",1,2,1,0.0909090909090909,"1_2"
"[-1,0,-1,1]_[0,1,1,0]",0,1,11,0.785714285714286,"0_1"
"[-1,0,-1,1]_[0,1,1,0]",0,2,0,0,"0_2"
"[-1,0,-1,1]_[0,1,1,0]",1,2,3,0.214285714285714,"1_2"
"[-1,0,-1,1]_[0,1,1,1]",0,1,3,0.272727272727273,"0_1"
"[-1,0,-1,1]_[0,1,1,1]",0,2,2,0.181818181818182,"0_2"
"[-1,0,-1,1]_[0,1,1,1]",1,2,6,0.545454545454545,"1_2"
"[-1,0,-1,1]_[1,-1,-1,0]",0,1,2,0.2,"0_1"
"[-1,0,-1,1]_[1,-1,-1,0]",0,2,6,0.6,"0_2"
"[-1,0,-1,1]_[1,-1,-1,0]",1,2,2,0.2,"1_2"
"[-1,0,-1,1]_[1,-1,0,-1]",0,1,2,0.2,"0_1"
"[-1,0,-1,1]_[1,-1,0,-1]",0,2,0,0,"0_2"
"[-1,0,-1,1]_[1,-1,0,-1]",1,2,8,0.8,"1_2"
"[-1,0,-1,1]_[1,-1,0,0]",0,1,2,0.2,"0_1"
"[-1,0,-1,1]_[1,-1,0,0]",0,2,4,0.4,"0_2"
"[-1,0,-1,1]_[1,-1,0,0]",1,2,4,0.4,"1_2"
"[-1,0,-1,1]_[1,-1,0,1]",0,1,1,0.0714285714285714,"0_1"
"[-1,0,-1,1]_[1,-1,0,1]",0,2,3,0.214285714285714,"0_2"
"[-1,0,-1,1]_[1,-1,0,1]",1,2,10,0.714285714285714,"1_2"
"[-1,0,-1,1]_[1,-1,1,0]",0,1,2,0.2,"0_1"
"[-1,0,-1,1]_[1,-1,1,0]",0,2,1,0.1,"0_2"
"[-1,0,-1,1]_[1,-1,1,0]",1,2,7,0.7,"1_2"
"[-1,0,-1,1]_[1,0,-1,-1]",0,1,9,0.692307692307692,"0_1"
"[-1,0,-1,1]_[1,0,-1,-1]",0,2,0,0,"0_2"
"[-1,0,-1,1]_[1,0,-1,-1]",1,2,4,0.307692307692308,"1_2"
"[-1,0,-1,1]_[1,0,-1,0]",0,1,1,0.0833333333333333,"0_1"
"[-1,0,-1,1]_[1,0,-1,0]",0,2,8,0.666666666666667,"0_2"
"[-1,0,-1,1]_[1,0,-1,0]",1,2,3,0.25,"1_2"
"[-1,0,-1,1]_[1,0,-1,1]",0,1,2,0.181818181818182,"0_1"
"[-1,0,-1,1]_[1,0,-1,1]",0,2,9,0.818181818181818,"0_2"
"[-1,0,-1,1]_[1,0,-1,1]",1,2,0,0,"1_2"
"[-1,0,-1,1]_[1,0,0,-1]",0,1,10,0.588235294117647,"0_1"
"[-1,0,-1,1]_[1,0,0,-1]",0,2,0,0,"0_2"
"[-1,0,-1,1]_[1,0,0,-1]",1,2,7,0.411764705882353,"1_2"
"[-1,0,-1,1]_[1,0,0,1]",0,1,1,0.0909090909090909,"0_1"
"[-1,0,-1,1]_[1,0,0,1]",0,2,2,0.181818181818182,"0_2"
"[-1,0,-1,1]_[1,0,0,1]",1,2,8,0.727272727272727,"1_2"
"[-1,0,-1,1]_[1,0,1,-1]",0,1,8,0.666666666666667,"0_1"
"[-1,0,-1,1]_[1,0,1,-1]",0,2,0,0,"0_2"
"[-1,0,-1,1]_[1,0,1,-1]",1,2,4,0.333333333333333,"1_2"
"[-1,0,-1,1]_[1,0,1,0]",0,1,3,0.272727272727273,"0_1"
"[-1,0,-1,1]_[1,0,1,0]",0,2,1,0.0909090909090909,"0_2"
"[-1,0,-1,1]_[1,0,1,0]",1,2,7,0.636363636363636,"1_2"
"[-1,0,-1,1]_[1,0,1,1]",0,1,4,0.363636363636364,"0_1"
"[-1,0,-1,1]_[1,0,1,1]",0,2,2,0.181818181818182,"0_2"
"[-1,0,-1,1]_[1,0,1,1]",1,2,5,0.454545454545455,"1_2"
"[-1,0,-1,1]_[1,1,-1,0]",0,1,4,0.363636363636364,"0_1"
"[-1,0,-1,1]_[1,1,-1,0]",0,2,3,0.272727272727273,"0_2"
"[-1,0,-1,1]_[1,1,-1,0]",1,2,4,0.363636363636364,"1_2"
"[-1,0,-1,1]_[1,1,0,-1]",0,1,6,0.6,"0_1"
"[-1,0,-1,1]_[1,1,0,-1]",0,2,0,0,"0_2"
"[-1,0,-1,1]_[1,1,0,-1]",1,2,4,0.4,"1_2"
"[-1,0,-1,1]_[1,1,0,0]",0,1,2,0.2,"0_1"
"[-1,0,-1,1]_[1,1,0,0]",0,2,2,0.2,"0_2"
"[-1,0,-1,1]_[1,1,0,0]",1,2,6,0.6,"1_2"
"[-1,0,-1,1]_[1,1,0,1]",0,1,1,0.1,"0_1"
"[-1,0,-1,1]_[1,1,0,1]",0,2,0,0,"0_2"
"[-1,0,-1,1]_[1,1,0,1]",1,2,9,0.9,"1_2"
"[-1,0,-1,1]_[1,1,1,0]",0,1,7,0.583333333333333,"0_1"
"[-1,0,-1,1]_[1,1,1,0]",0,2,0,0,"0_2"
"[-1,0,-1,1]_[1,1,1,0]",1,2,5,0.416666666666667,"1_2"
"[-1,0,0,-1]_[-1,0,0,1]",0,1,2,0.2,"0_1"
"[-1,0,0,-1]_[-1,0,0,1]",0,2,1,0.1,"0_2"
"[-1,0,0,-1]_[-1,0,0,1]",1,2,7,0.7,"1_2"
"[-1,0,0,-1]_[-1,0,1,-1]",0,1,3,0.176470588235294,"0_1"
"[-1,0,0,-1]_[-1,0,1,-1]",0,2,13,0.764705882352941,"0_2"
"[-1,0,0,-1]_[-1,0,1,-1]",1,2,1,0.0588235294117647,"1_2"
"[-1,0,0,-1]_[-1,0,1,0]",0,1,4,0.235294117647059,"0_1"
"[-1,0,0,-1]_[-1,0,1,0]",0,2,4,0.235294117647059,"0_2"
"[-1,0,0,-1]_[-1,0,1,0]",1,2,9,0.529411764705882,"1_2"
"[-1,0,0,-1]_[-1,0,1,1]",0,1,6,0.6,"0_1"
"[-1,0,0,-1]_[-1,0,1,1]",0,2,0,0,"0_2"
"[-1,0,0,-1]_[-1,0,1,1]",1,2,4,0.4,"1_2"
"[-1,0,0,-1]_[-1,1,-1,0]",0,1,5,0.5,"0_1"
"[-1,0,0,-1]_[-1,1,-1,0]",0,2,4,0.4,"0_2"
"[-1,0,0,-1]_[-1,1,-1,0]",1,2,1,0.1,"1_2"
"[-1,0,0,-1]_[-1,1,0,-1]",0,1,0,0,"0_1"
"[-1,0,0,-1]_[-1,1,0,-1]",0,2,10,1,"0_2"
"[-1,0,0,-1]_[-1,1,0,-1]",1,2,0,0,"1_2"
"[-1,0,0,-1]_[-1,1,0,0]",0,1,4,0.333333333333333,"0_1"
"[-1,0,0,-1]_[-1,1,0,0]",0,2,4,0.333333333333333,"0_2"
"[-1,0,0,-1]_[-1,1,0,0]",1,2,4,0.333333333333333,"1_2"
"[-1,0,0,-1]_[-1,1,0,1]",0,1,3,0.3,"0_1"
"[-1,0,0,-1]_[-1,1,0,1]",0,2,0,0,"0_2"
"[-1,0,0,-1]_[-1,1,0,1]",1,2,7,0.7,"1_2"
"[-1,0,0,-1]_[-1,1,1,0]",0,1,4,0.307692307692308,"0_1"
"[-1,0,0,-1]_[-1,1,1,0]",0,2,5,0.384615384615385,"0_2"
"[-1,0,0,-1]_[-1,1,1,0]",1,2,4,0.307692307692308,"1_2"
"[-1,0,0,-1]_[0,-1,-1,-1]",0,1,2,0.181818181818182,"0_1"
"[-1,0,0,-1]_[0,-1,-1,-1]",0,2,7,0.636363636363636,"0_2"
"[-1,0,0,-1]_[0,-1,-1,-1]",1,2,2,0.181818181818182,"1_2"
"[-1,0,0,-1]_[0,-1,-1,0]",0,1,5,0.357142857142857,"0_1"
