Percent Copied,Index,Sliding Window Size,BVH File Num,Exemplar Num,Val Loss,Metric (MSE),Training Time
,,10,625,35381,0.2594893276691437,0.2594893276691437,68.49109776814778
,,10,625,35381,0.23702464997768402,0.23702464997768402,66.40288469791412
,,10,625,35381,0.11341592669487,0.11341592669487,65.57449986537297
,,10,625,35381,0.09665413945913315,0.09665413945913315,65.30013213157653
,,10,625,39710,0.18940819799900055,0.18940819799900055,78.22468790213267
,,10,625,39710,0.17936505377292633,0.17936505377292633,79.15944013198217
