Percent Copied,Index,Sliding Window Size,BVH File Num,Exemplar Num,Val Loss,Val Accuracy,Training Time
38.0,16,2,,,0.003634741762652993,0.9195696711540222,1709
38.0,16,4,,,0.006299985107034445,0.8888319730758667,1666
38.0,16,6,,,0.004838678520172834,0.8988217115402222,1542
38.0,16,8,,,0.004919253755360842,0.90625,1485
38.0,16,10,,,0.005112382583320141,0.8929303288459778,1433
38.0,16,12,,,0.003296053735539317,0.8898565769195557,1389
