Percent Copied,Index,Sliding Window Size,BVH File Num,Exemplar Num,Val Loss,Val Accuracy,Training Time
16.0,5,2,2342,105583,0.10616767406463623,0.5132102370262146,15872
16.0,5,4,2342,53423,0.015185076743364334,0.8795846104621887,5237
16.0,5,6,2342,35963,0.006051979027688503,0.96875,2098
16.0,5,8,2342,27447,0.014619473367929459,0.960392415523529,1439
16.0,5,10,2342,22033,0.018710773438215256,0.7663043737411499,1101
16.0,5,12,2342,18640,0.004745821468532085,0.9361758232116699,905
16.0,5,14,2342,16051,0.0053779310546815395,0.9087499976158142,789
16.0,5,16,2342,14177,0.006331600248813629,0.9156249761581421,648
16.0,5,18,2342,12675,0.006432351656258106,0.9273437261581421,610
16.0,5,20,2342,11558,0.012485542334616184,0.9739583134651184,566
16.0,5,22,2342,10648,0.012698007747530937,0.9090073704719543,510
