Percent Copied,Index,Sliding Window Size,BVH File Num,Exemplar Num,Val Loss,Val Accuracy,Training Time
46.0,20,2,,,0.0015996492002159357,0.8801398277282715,1937
46.0,20,4,,,0.0013919845223426819,0.9078947305679321,1945
46.0,20,6,,,0.0020162807777523994,0.8922697305679321,1933
46.0,20,8,,,0.0016395429847761989,0.9126233458518982,1742
46.0,20,10,,,0.0013575945049524307,0.9276315569877625,1608
46.0,20,12,,,0.0014746065717190504,0.9547697305679321,1465
