Percent Copied,Index,Sliding Window Size,BVH File Num,Exemplar Num,Val Loss,Val Accuracy,Training Time
18.0,6,2,2635,118526,0.15815593302249908,0.9092823266983032,21650
18.0,6,4,2635,59985,0.014889056794345379,0.8543882966041565,5057
18.0,6,6,2635,40379,0.030559876933693886,0.8435019850730896,2469
18.0,6,8,2635,30806,0.002282481174916029,0.828125,1652
18.0,6,10,2635,24719,0.00918593816459179,0.8601762652397156,1204
18.0,6,12,2635,20938,0.004705635830760002,0.9448390007019043,1036
18.0,6,14,2635,18016,0.003504786640405655,0.9076206088066101,845
18.0,6,16,2635,15918,0.007386352401226759,0.9962499737739563,928
18.0,6,18,2635,14253,0.013123435899615288,0.8802083134651184,715
18.0,6,20,2635,12983,0.015223551541566849,0.8727133870124817,634
18.0,6,22,2635,11949,0.010037671774625778,0.9263980388641357,562
