Percent Copied,Index,Sliding Window Size,BVH File Num,Exemplar Num,Val Loss,Val Accuracy,Training Time
32.0,13,2,4685,211342,0.6644805669784546,0.6842615604400635,82894
32.0,13,4,4685,106904,0.03337834030389786,0.9007765650749207,15231
32.0,13,6,4685,71992,0.018095968291163445,1.0,6731
32.0,13,8,4685,54907,0.004375262185931206,0.9470385313034058,4064
