Percent Copied,Index,Sliding Window Size,BVH File Num,Exemplar Num,Val Loss,Val Accuracy,Training Time
40.0,17,2,,,0.002181452000513673,0.9030172228813171,1667
40.0,17,4,,,0.0024731724988669157,0.9186422228813171,1579
40.0,17,6,,,0.0028480100445449352,0.9369612336158752,1540
40.0,17,8,,,0.002606998197734356,0.9240301847457886,1556
40.0,17,10,,,0.001673087477684021,0.8642241358757019,1384
40.0,17,12,,,0.0046583195216953754,0.8933189511299133,1422
40.0,17,14,,,0.0023139650002121925,0.8884698152542114,1190
40.0,17,16,,,0.002750514540821314,0.9299569129943848,990
40.0,17,18,,,0.0021706896368414164,0.9525862336158752,960
40.0,17,20,,,0.0025618677027523518,0.828125,969
